,Quantity,Signal 1,Signal 2,DTW,Delta Ptot,Delta Tdiv,Delta nbar,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar
1634,jsat,32238 (3.58-3.84),34189 (5.25-5.50),41245.421142578125,6.43,2.6,0.34,9.47125,0.0,0.0842352,8.49,22.15,7.84,18.8304,10.1737,0.0,14.92,19.55,7.5
1563,jsat,32239 (3.90-4.20),34189 (2.87-3.20),41306.47021484375,7.41,5.73,0.74,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8352,5.00709,0.0,15.8,24.4,7.37
1558,jsat,32239 (3.90-4.20),34188 (2.24-2.41),41391.93994140625,7.58,22.44,0.22,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8204,0.0298251,0.0,15.97,41.11,7.89
1271,jsat,32235 (5.55-5.98),34165 (3.52-3.70),41465.2041015625,,16.12,,25.5361,0.0,0.926972,13.66,19.89,7.48,18.8646,13.2777,0.0,,3.77,
1177,jsat,32234 (5.10-5.55),34189 (5.25-5.50),41526.251708984375,2.35,11.79,1.32,25.5233,0.0,0.0506868,12.57,7.76,8.82,18.8304,10.1737,0.0,14.92,19.55,7.5
159,jsat,30506 (3.21-3.27),32931 (4.51-4.79),41819.2890625,6.28,26.95,3.46,38.314,21.1985,,18.97,-0.47,11.16,18.7046,2.33235,0.0,12.69,26.48,7.7
1382,jsat,32237 (2.37-2.98),32930 (2.64-2.85),41831.50048828125,4.15,6.59,0.17,9.48679,0.0,0.0285357,8.47,24.16,7.8,18.8147,0.0237066,0.0,12.62,30.75,7.63
861,jsat,32228 (4.42-4.72),32238 (4.63-5.06),41892.5556640625,3.43,3.67,0.02,25.7448,7.0675,,11.94,23.43,7.97,9.47207,0.0,0.177642,8.51,19.76,7.99
908,jsat,32228 (5.22-5.50),32239 (3.20-3.40),42148.96240234375,3.36,1.22,0.07,25.7248,9.63407,,11.81,21.24,8.03,9.47453,0.0,0.0793621,8.45,22.46,7.96
1818,jsat,34165 (3.52-3.70),32930 (2.64-2.85),42173.3828125,,26.98,,18.8646,13.2777,0.0,,3.77,,18.8147,0.0237066,0.0,12.62,30.75,7.63
1305,jsat,32235 (6.07-6.42),34165 (3.52-3.70),42307.6953125,,15.57,,25.5268,0.0,0.862729,13.49,19.34,7.61,18.8646,13.2777,0.0,,3.77,
1004,jsat,32233 (3.81-4.00),32931 (6.35-6.50),42393.16162109375,0.45,3.37,0.12,25.7632,0.0,0.493743,12.37,29.11,7.91,18.6919,0.257304,0.0,12.82,25.74,7.79
824,jsat,32228 (3.72-4.00),32238 (3.58-3.84),42405.37548828125,3.5,2.5,0.07,25.7514,4.76522,,11.99,24.65,7.91,9.47125,0.0,0.0842352,8.49,22.15,7.84
1766,jsat,32932 (3.50-3.91),34189 (4.25-4.50),42417.581298828125,0.39,8.78,0.39,18.6043,3.35945,0.0,14.7,28.91,7.83,18.8358,7.42697,0.0,15.09,20.13,7.44
787,jsat,32225 (5.52-5.95),32932 (2.51-2.91),42466.42578125,5.28,12.86,0.0,9.65691,3.46728,,9.43,25.4,7.63,18.6118,0.02595,0.0,14.71,38.26,7.63
1006,jsat,32233 (3.81-4.00),32932 (3.50-3.91),42478.6279296875,2.33,0.2,0.08,25.7632,0.0,0.493743,12.37,29.11,7.91,18.6043,3.35945,0.0,14.7,28.91,7.83
1568,jsat,32239 (3.90-4.20),32930 (2.64-2.85),42478.6328125,4.23,12.08,0.48,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8147,0.0237066,0.0,12.62,30.75,7.63
1793,jsat,32932 (6.35-6.50),34189 (5.25-5.50),42478.635009765625,0.1,3.79,1.03,18.5579,0.292389,0.0,14.82,23.34,8.53,18.8304,10.1737,0.0,14.92,19.55,7.5
116,jsat,28767 (5.90-6.31),34189 (2.87-3.20),42564.1025390625,11.52,12.42,2.24,2.15433,0.0,,4.28,11.98,5.13,18.8352,5.00709,0.0,15.8,24.4,7.37
18,jsat,28767 (2.00-2.50),32233 (5.05-5.33),42649.57421875,7.84,4.29,2.97,1.34941,0.0,,4.04,15.88,5.9,25.747,0.0,1.9545,11.88,20.17,8.87
906,jsat,32228 (5.22-5.50),32238 (5.72-6.08),42759.46337890625,3.35,4.72,0.13,25.7248,9.63407,,11.81,21.24,8.03,9.46889,0.0,0.0927535,8.46,16.52,8.16
225,jsat,30506 (3.53-3.71),34188 (2.24-2.41),42808.29931640625,3.02,43.5,4.71,38.3254,21.2135,,18.99,-2.39,12.6,18.8204,0.0298251,0.0,15.97,41.11,7.89
508,jsat,32201 (4.55-4.81),32225 (2.70-3.00),42820.51123046875,2.81,7.38,0.19,19.1003,0.0,,9.65,25.35,7.74,9.48025,3.49116,,6.84,17.97,7.55
707,jsat,32225 (3.52-3.70),32930 (2.64-2.85),42869.3505859375,5.66,14.62,0.12,19.1133,3.47633,,6.96,16.13,7.75,18.8147,0.0237066,0.0,12.62,30.75,7.63
448,jsat,32233 (2.76-2.96),34188 (4.28-4.45),42893.77001953125,2.87,16.54,0.55,25.778,0.0,,12.4,31.65,7.88,18.8255,4.51156,0.0,15.27,15.11,8.43
190,jsat,30506 (3.53-3.71),32228 (5.22-5.50),42991.455078125,7.18,23.63,4.57,38.3254,21.2135,,18.99,-2.39,12.6,25.7248,9.63407,,11.81,21.24,8.03
975,jsat,32228 (6.20-6.48),34189 (4.25-4.50),43015.869384765625,3.57,1.66,0.52,25.7023,12.8457,,11.52,21.79,7.96,18.8358,7.42697,0.0,15.09,20.13,7.44
1832,jsat,34188 (4.04-4.20),34189 (4.25-4.50),43028.082275390625,0.09,7.19,0.92,18.8332,4.51371,0.0,15.0,12.94,8.36,18.8358,7.42697,0.0,15.09,20.13,7.44
826,jsat,32228 (3.72-4.00),32931 (2.50-2.77),43113.55419921875,0.46,19.5,1.18,25.7514,4.76522,,11.99,24.65,7.91,9.73876,0.0245049,0.0,12.45,44.15,6.73
841,jsat,32228 (3.72-4.00),34188 (4.90-5.06),43308.9140625,2.78,15.31,0.42,25.7514,4.76522,,11.99,24.65,7.91,18.8245,6.73915,0.0,14.77,9.34,8.33
864,jsat,32228 (4.42-4.72),32239 (3.20-3.40),43321.1240234375,3.49,0.97,0.01,25.7448,7.0675,,11.94,23.43,7.97,9.47453,0.0,0.0793621,8.45,22.46,7.96
1813,jsat,34165 (3.52-3.70),34189 (2.87-3.20),43345.54541015625,,20.63,,18.8646,13.2777,0.0,,3.77,,18.8352,5.00709,0.0,15.8,24.4,7.37
806,jsat,32228 (3.72-4.00),32234 (3.50-3.70),43345.5458984375,1.35,5.91,0.88,25.7514,4.76522,,11.99,24.65,7.91,25.546,0.0,2.14927,13.34,18.74,8.79
1811,jsat,34165 (3.52-3.70),34188 (4.28-4.45),43406.59423828125,,11.34,,18.8646,13.2777,0.0,,3.77,,18.8255,4.51156,0.0,15.27,15.11,8.43
1438,jsat,32238 (2.46-2.72),34189 (5.25-5.50),43516.482177734375,6.38,8.32,0.01,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.8304,10.1737,0.0,14.92,19.55,7.5
700,jsat,32225 (3.52-3.70),34188 (4.28-4.45),43540.90185546875,8.31,1.02,0.68,19.1133,3.47633,,6.96,16.13,7.75,18.8255,4.51156,0.0,15.27,15.11,8.43
835,jsat,32228 (3.72-4.00),34165 (2.00-2.33),43601.95654296875,,6.68,1.41,25.7514,4.76522,,11.99,24.65,7.91,18.8512,0.0243271,0.0,,17.97,6.5
800,jsat,32225 (5.52-5.95),34189 (5.25-5.50),43687.424072265625,5.49,5.85,0.13,9.65691,3.46728,,9.43,25.4,7.63,18.8304,10.1737,0.0,14.92,19.55,7.5
902,jsat,32228 (5.22-5.50),32237 (2.37-2.98),43736.26318359375,3.34,2.92,0.23,25.7248,9.63407,,11.81,21.24,8.03,9.48679,0.0,0.0285357,8.47,24.16,7.8
121,jsat,28767 (5.90-6.31),32930 (2.64-2.85),43736.26513671875,8.34,18.77,2.5,2.15433,0.0,,4.28,11.98,5.13,18.8147,0.0237066,0.0,12.62,30.75,7.63
53,jsat,28767 (2.00-2.50),34188 (4.28-4.45),43858.36376953125,11.23,0.77,2.53,1.34941,0.0,,4.04,15.88,5.9,18.8255,4.51156,0.0,15.27,15.11,8.43
702,jsat,32225 (3.52-3.70),34189 (2.87-3.20),44041.51318359375,8.84,8.27,0.38,19.1133,3.47633,,6.96,16.13,7.75,18.8352,5.00709,0.0,15.8,24.4,7.37
1723,jsat,32931 (5.70-6.00),34189 (4.25-4.50),44102.562744140625,2.8,1.46,0.41,18.6992,10.9195,0.0,12.29,21.59,7.85,18.8358,7.42697,0.0,15.09,20.13,7.44
858,jsat,32228 (4.42-4.72),32237 (2.37-2.98),44273.50439453125,3.47,0.73,0.17,25.7448,7.0675,,11.94,23.43,7.97,9.48679,0.0,0.0285357,8.47,24.16,7.8
909,jsat,32228 (5.22-5.50),32239 (3.90-4.20),44383.3955078125,3.42,2.57,0.08,25.7248,9.63407,,11.81,21.24,8.03,9.47201,0.0,0.122662,8.39,18.67,8.11
712,jsat,32225 (4.52-4.95),32233 (3.81-4.00),44407.80615234375,2.94,7.74,0.11,19.1233,3.4687,,9.43,21.37,7.8,25.7632,0.0,0.493743,12.37,29.11,7.91
802,jsat,32225 (5.52-5.95),33228 (4.48-4.72),44420.02185058594,3.09,20.93,2.34,9.65691,3.46728,,9.43,25.4,7.63,9.62286,10.6663,0.0,6.34,4.47,5.29
862,jsat,32228 (4.42-4.72),32238 (5.72-6.08),44590.9658203125,3.48,6.91,0.19,25.7448,7.0675,,11.94,23.43,7.97,9.46889,0.0,0.0927535,8.46,16.52,8.16
863,jsat,32228 (4.42-4.72),32238 (6.40-6.80),44627.59619140625,3.46,2.49,0.04,25.7448,7.0675,,11.94,23.43,7.97,9.4666,0.0,0.0482738,8.48,20.94,7.93
1636,jsat,32238 (3.58-3.84),33228 (4.48-4.72),44639.80310058594,2.15,17.68,2.55,9.47125,0.0,0.0842352,8.49,22.15,7.84,9.62286,10.6663,0.0,6.34,4.47,5.29
404,jsat,32233 (2.76-2.96),32201 (4.55-4.81),44676.431640625,2.75,6.3,0.14,25.778,0.0,,12.4,31.65,7.88,19.1003,0.0,,9.65,25.35,7.74
1465,jsat,32238 (4.63-5.06),34189 (5.25-5.50),44688.645263671875,6.41,0.21,0.49,9.47207,0.0,0.177642,8.51,19.76,7.99,18.8304,10.1737,0.0,14.92,19.55,7.5
1529,jsat,32239 (3.20-3.40),32932 (2.51-2.91),44688.64599609375,6.26,15.8,0.33,9.47453,0.0,0.0793621,8.45,22.46,7.96,18.6118,0.02595,0.0,14.71,38.26,7.63
689,jsat,32225 (3.52-3.70),32931 (5.70-6.00),44761.9033203125,5.33,5.46,0.1,19.1133,3.47633,,6.96,16.13,7.75,18.6992,10.9195,0.0,12.29,21.59,7.85
230,jsat,30506 (3.53-3.71),34189 (2.87-3.20),44945.0517578125,3.19,26.79,5.23,38.3254,21.2135,,18.99,-2.39,12.6,18.8352,5.00709,0.0,15.8,24.4,7.37
654,jsat,32225 (2.70-3.00),34189 (2.87-3.20),44993.8935546875,8.96,6.43,0.18,9.48025,3.49116,,6.84,17.97,7.55,18.8352,5.00709,0.0,15.8,24.4,7.37
496,jsat,32201 (3.66-3.93),34165 (3.52-3.70),45006.1064453125,,16.17,,19.098,0.0,,7.05,19.94,7.7,18.8646,13.2777,0.0,,3.77,
1127,jsat,32234 (4.69-4.94),32932 (5.50-5.91),45042.728515625,1.63,1.22,0.91,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.5736,19.4131,0.0,14.02,4.06,8.88
1716,jsat,32931 (5.70-6.00),34165 (3.52-3.70),45189.255859375,,17.82,,18.6992,10.9195,0.0,12.29,21.59,7.85,18.8646,13.2777,0.0,,3.77,
865,jsat,32228 (4.42-4.72),32239 (3.90-4.20),45189.2568359375,3.55,4.76,0.14,25.7448,7.0675,,11.94,23.43,7.97,9.47201,0.0,0.122662,8.39,18.67,8.11
1479,jsat,32238 (5.72-6.08),32932 (2.51-2.91),45299.14697265625,6.25,21.74,0.53,9.46889,0.0,0.0927535,8.46,16.52,8.16,18.6118,0.02595,0.0,14.71,38.26,7.63
834,jsat,32228 (3.72-4.00),32932 (6.35-6.50),45433.45751953125,2.83,1.31,0.62,25.7514,4.76522,,11.99,24.65,7.91,18.5579,0.292389,0.0,14.82,23.34,8.53
548,jsat,32201 (4.55-4.81),34165 (3.52-3.70),45518.927734375,,21.58,,19.1003,0.0,,9.65,25.35,7.74,18.8646,13.2777,0.0,,3.77,
16,jsat,28767 (2.00-2.50),32228 (6.20-6.48),45579.9765625,7.48,5.91,2.06,1.34941,0.0,,4.04,15.88,5.9,25.7023,12.8457,,11.52,21.79,7.96
682,jsat,32225 (3.52-3.70),32239 (4.56-4.95),45641.025390625,1.54,1.23,0.64,19.1133,3.47633,,6.96,16.13,7.75,9.47235,0.0,0.10587,8.5,14.9,8.39
76,jsat,28767 (5.90-6.31),32228 (5.22-5.50),45641.02783203125,7.53,9.26,2.9,2.15433,0.0,,4.28,11.98,5.13,25.7248,9.63407,,11.81,21.24,8.03
999,jsat,32233 (3.81-4.00),32239 (2.11-2.47),45726.4970703125,3.84,1.3,0.58,25.7632,0.0,0.493743,12.37,29.11,7.91,9.47128,0.0,0.0275171,8.53,30.41,7.33
75,jsat,28767 (5.90-6.31),32228 (4.42-4.72),45811.96826171875,7.66,11.45,2.84,2.15433,0.0,,4.28,11.98,5.13,25.7448,7.0675,,11.94,23.43,7.97
219,jsat,30506 (3.53-3.71),32932 (2.51-2.91),45836.3876953125,4.28,40.65,4.97,38.3254,21.2135,,18.99,-2.39,12.6,18.6118,0.02595,0.0,14.71,38.26,7.63
189,jsat,30506 (3.53-3.71),32228 (4.42-4.72),45873.0146484375,7.05,25.82,4.63,38.3254,21.2135,,18.99,-2.39,12.6,25.7448,7.0675,,11.94,23.43,7.97
123,jsat,30506 (3.21-3.27),32233 (2.76-2.96),45921.8544921875,6.57,32.12,3.28,38.314,21.1985,,18.97,-0.47,11.16,25.778,0.0,,12.4,31.65,7.88
1440,jsat,32238 (2.46-2.72),33228 (4.48-4.72),46031.74597167969,2.2,23.4,2.2,9.47367,0.0,0.0287791,8.54,27.87,7.49,9.62286,10.6663,0.0,6.34,4.47,5.29
659,jsat,32225 (2.70-3.00),32930 (2.64-2.85),46166.05615234375,5.78,12.78,0.08,9.48025,3.49116,,6.84,17.97,7.55,18.8147,0.0237066,0.0,12.62,30.75,7.63
509,jsat,32201 (4.55-4.81),32225 (3.52-3.70),46214.8955078125,2.69,9.22,0.01,19.1003,0.0,,9.65,25.35,7.74,19.1133,3.47633,,6.96,16.13,7.75
1519,jsat,32238 (6.40-6.80),34189 (5.25-5.50),46251.525634765625,6.44,1.39,0.43,9.4666,0.0,0.0482738,8.48,20.94,7.93,18.8304,10.1737,0.0,14.92,19.55,7.5
1366,jsat,32237 (2.37-2.98),32932 (2.51-2.91),46275.94677734375,6.24,14.1,0.17,9.48679,0.0,0.0285357,8.47,24.16,7.8,18.6118,0.02595,0.0,14.71,38.26,7.63
1379,jsat,32237 (2.37-2.98),34189 (5.25-5.50),46288.154541015625,6.45,4.61,0.3,9.48679,0.0,0.0285357,8.47,24.16,7.8,18.8304,10.1737,0.0,14.92,19.55,7.5
1844,jsat,34188 (4.90-5.06),34189 (4.25-4.50),46422.464111328125,0.32,10.79,0.89,18.8245,6.73915,0.0,14.77,9.34,8.33,18.8358,7.42697,0.0,15.09,20.13,7.44
445,jsat,32233 (2.76-2.96),34188 (2.24-2.41),46593.40576171875,3.57,9.46,0.01,25.778,0.0,,12.4,31.65,7.88,18.8204,0.0298251,0.0,15.97,41.11,7.89
1542,jsat,32239 (3.20-3.40),34189 (5.25-5.50),46605.614990234375,6.47,2.91,0.46,9.47453,0.0,0.0793621,8.45,22.46,7.96,18.8304,10.1737,0.0,14.92,19.55,7.5
118,jsat,28767 (5.90-6.31),34189 (5.25-5.50),46752.136962890625,10.64,7.57,2.37,2.15433,0.0,,4.28,11.98,5.13,18.8304,10.1737,0.0,14.92,19.55,7.5
1648,jsat,32239 (2.11-2.47),34165 (3.52-3.70),46800.9755859375,,26.64,,9.47128,0.0,0.0275171,8.53,30.41,7.33,18.8646,13.2777,0.0,,3.77,
1735,jsat,32931 (6.35-6.50),34188 (3.25-3.42),46837.60888671875,3.42,1.91,0.29,18.6919,0.257304,0.0,12.82,25.74,7.79,18.8302,2.66714,0.0,16.24,23.83,8.08
301,jsat,30506 (4.93-5.03),32225 (5.52-5.95),46874.23449707031,8.34,29.2,6.25,38.2955,21.215,,17.77,-3.8,13.88,9.65691,3.46728,,9.43,25.4,7.63
1552,jsat,32239 (3.90-4.20),32932 (2.51-2.91),46923.0791015625,6.32,19.59,0.48,9.47201,0.0,0.122662,8.39,18.67,8.11,18.6118,0.02595,0.0,14.71,38.26,7.63
827,jsat,32228 (3.72-4.00),32931 (3.48-3.76),47106.22998046875,0.62,14.42,0.69,25.7514,4.76522,,11.99,24.65,7.91,9.73754,2.76119,0.0,12.61,39.07,7.22
1002,jsat,32233 (3.81-4.00),32931 (4.51-4.79),47216.1162109375,0.32,2.63,0.21,25.7632,0.0,0.493743,12.37,29.11,7.91,18.7046,2.33235,0.0,12.69,26.48,7.7
133,jsat,30506 (3.21-3.27),32228 (5.22-5.50),47362.638671875,7.16,21.71,3.13,38.314,21.1985,,18.97,-0.47,11.16,25.7248,9.63407,,11.81,21.24,8.03
1565,jsat,32239 (3.90-4.20),34189 (5.25-5.50),47741.147216796875,6.53,0.88,0.61,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8304,10.1737,0.0,14.92,19.55,7.5
1740,jsat,32931 (6.35-6.50),34189 (4.25-4.50),47997.556396484375,2.27,5.61,0.35,18.6919,0.257304,0.0,12.82,25.74,7.79,18.8358,7.42697,0.0,15.09,20.13,7.44
668,jsat,32225 (3.52-3.70),32234 (5.10-5.55),47997.55810546875,5.61,8.37,1.07,19.1133,3.47633,,6.96,16.13,7.75,25.5233,0.0,0.0506868,12.57,7.76,8.82
614,jsat,32225 (2.70-3.00),32228 (5.22-5.50),48070.81884765625,4.97,3.27,0.48,9.48025,3.49116,,6.84,17.97,7.55,25.7248,9.63407,,11.81,21.24,8.03
613,jsat,32225 (2.70-3.00),32228 (4.42-4.72),48070.8193359375,5.1,5.46,0.42,9.48025,3.49116,,6.84,17.97,7.55,25.7448,7.0675,,11.94,23.43,7.97
105,jsat,28767 (5.90-6.31),32932 (2.51-2.91),48180.71142578125,10.43,26.28,2.5,2.15433,0.0,,4.28,11.98,5.13,18.6118,0.02595,0.0,14.71,38.26,7.63
683,jsat,32225 (3.52-3.70),32239 (5.80-6.10),48412.697265625,1.79,5.26,1.27,19.1133,3.47633,,6.96,16.13,7.75,9.46983,0.0,0.0811663,8.75,10.87,9.02
318,jsat,30506 (4.93-5.03),32238 (2.46-2.72),48412.69885253906,9.23,31.67,6.39,38.2955,21.215,,17.77,-3.8,13.88,9.47367,0.0,0.0287791,8.54,27.87,7.49
751,jsat,32225 (4.52-4.95),34189 (4.25-4.50),48742.363037109375,5.66,1.24,0.36,19.1233,3.4687,,9.43,21.37,7.8,18.8358,7.42697,0.0,15.09,20.13,7.44
228,jsat,30506 (3.53-3.71),34188 (4.28-4.45),48998.77880859375,3.72,17.5,4.17,38.3254,21.2135,,18.99,-2.39,12.6,18.8255,4.51156,0.0,15.27,15.11,8.43
656,jsat,32225 (2.70-3.00),34189 (5.25-5.50),49010.988037109375,8.08,1.58,0.05,9.48025,3.49116,,6.84,17.97,7.55,18.8304,10.1737,0.0,14.92,19.55,7.5
666,jsat,32225 (3.52-3.70),32234 (3.50-3.70),49010.9892578125,6.38,2.61,1.04,19.1133,3.47633,,6.96,16.13,7.75,25.546,0.0,2.14927,13.34,18.74,8.79
162,jsat,30506 (3.21-3.27),32932 (2.51-2.91),49010.9892578125,4.26,38.73,3.53,38.314,21.1985,,18.97,-0.47,11.16,18.6118,0.02595,0.0,14.71,38.26,7.63
1492,jsat,32238 (5.72-6.08),34189 (5.25-5.50),49194.138427734375,6.46,3.03,0.66,9.46889,0.0,0.0927535,8.46,16.52,8.16,18.8304,10.1737,0.0,14.92,19.55,7.5
685,jsat,32225 (3.52-3.70),32239 (2.11-2.47),49316.2373046875,1.57,14.28,0.42,19.1133,3.47633,,6.96,16.13,7.75,9.47128,0.0,0.0275171,8.53,30.41,7.33
744,jsat,32225 (4.52-4.95),34165 (3.52-3.70),49438.33740234375,,17.6,,19.1233,3.4687,,9.43,21.37,7.8,18.8646,13.2777,0.0,,3.77,
355,jsat,32201 (2.55-2.77),32228 (3.72-4.00),49719.1708984375,4.94,5.06,0.59,9.59389,0.0,,7.05,29.71,7.32,25.7514,4.76522,,11.99,24.65,7.91
1701,jsat,32931 (4.51-4.79),34188 (3.25-3.42),49926.7373046875,3.55,2.65,0.38,18.7046,2.33235,0.0,12.69,26.48,7.7,18.8302,2.66714,0.0,16.24,23.83,8.08
675,jsat,32225 (3.52-3.70),32237 (3.74-4.01),49926.73974609375,1.62,3.65,1.34,19.1133,3.47633,,6.96,16.13,7.75,9.4875,0.0,0.0881912,8.58,12.48,9.09
401,jsat,32201 (2.55-2.77),33228 (4.48-4.72),50415.13854980469,0.71,25.24,2.03,9.59389,0.0,,7.05,29.71,7.32,9.62286,10.6663,0.0,6.34,4.47,5.29
677,jsat,32225 (3.52-3.70),32238 (4.63-5.06),50427.3505859375,1.55,3.63,0.24,19.1133,3.47633,,6.96,16.13,7.75,9.47207,0.0,0.177642,8.51,19.76,7.99
816,jsat,32228 (3.72-4.00),32238 (2.46-2.72),50488.4013671875,3.45,3.22,0.42,25.7514,4.76522,,11.99,24.65,7.91,9.47367,0.0,0.0287791,8.54,27.87,7.49
643,jsat,32225 (2.70-3.00),32932 (2.51-2.91),50610.50244140625,7.87,20.29,0.08,9.48025,3.49116,,6.84,17.97,7.55,18.6118,0.02595,0.0,14.71,38.26,7.63
178,jsat,30506 (3.21-3.27),32930 (2.64-2.85),50891.3330078125,6.35,31.22,3.53,38.314,21.1985,,18.97,-0.47,11.16,18.8147,0.0237066,0.0,12.62,30.75,7.63
1013,jsat,32233 (3.81-4.00),34188 (4.04-4.20),50903.5400390625,2.63,16.17,0.45,25.7632,0.0,0.493743,12.37,29.11,7.91,18.8332,4.51371,0.0,15.0,12.94,8.36
125,jsat,30506 (3.21-3.27),32201 (4.55-4.81),51367.521484375,9.32,25.82,3.42,38.314,21.1985,,18.97,-0.47,11.16,19.1003,0.0,,9.65,25.35,7.74
1808,jsat,34165 (3.52-3.70),34188 (2.24-2.41),51379.73388671875,,37.34,,18.8646,13.2777,0.0,,3.77,,18.8204,0.0298251,0.0,15.97,41.11,7.89
679,jsat,32225 (3.52-3.70),32238 (6.40-6.80),51404.15087890625,1.52,4.81,0.18,19.1133,3.47633,,6.96,16.13,7.75,9.4666,0.0,0.0482738,8.48,20.94,7.93
674,jsat,32225 (3.52-3.70),32237 (2.37-2.98),51636.14013671875,1.51,8.03,0.05,19.1133,3.47633,,6.96,16.13,7.75,9.48679,0.0,0.0285357,8.47,24.16,7.8
71,jsat,28767 (5.90-6.31),32225 (3.52-3.70),52075.70166015625,2.68,4.15,2.62,2.15433,0.0,,4.28,11.98,5.13,19.1133,3.47633,,6.96,16.13,7.75
188,jsat,30506 (3.53-3.71),32228 (3.72-4.00),52100.12109375,7.0,27.04,4.69,38.3254,21.2135,,18.99,-2.39,12.6,25.7514,4.76522,,11.99,24.65,7.91
135,jsat,30506 (3.21-3.27),32233 (3.81-4.00),52185.5927734375,6.6,29.58,3.25,38.314,21.1985,,18.97,-0.47,11.16,25.7632,0.0,0.493743,12.37,29.11,7.91
352,jsat,32201 (2.55-2.77),32225 (3.52-3.70),52405.3720703125,0.09,13.58,0.43,9.59389,0.0,,7.05,29.71,7.32,19.1133,3.47633,,6.96,16.13,7.75
57,jsat,28767 (2.00-2.50),34189 (5.25-5.50),52466.421630859375,10.88,3.67,1.6,1.34941,0.0,,4.04,15.88,5.9,18.8304,10.1737,0.0,14.92,19.55,7.5
1733,jsat,32931 (6.35-6.50),34165 (3.52-3.70),52466.42333984375,,21.97,,18.6919,0.257304,0.0,12.82,25.74,7.79,18.8646,13.2777,0.0,,3.77,
690,jsat,32225 (3.52-3.70),32931 (6.35-6.50),52600.73095703125,5.86,9.61,0.04,19.1133,3.47633,,6.96,16.13,7.75,18.6919,0.257304,0.0,12.82,25.74,7.79
440,jsat,32233 (2.76-2.96),32932 (3.50-3.91),52918.1904296875,2.3,2.74,0.05,25.778,0.0,,12.4,31.65,7.88,18.6043,3.35945,0.0,14.7,28.91,7.83
1706,jsat,32931 (4.51-4.79),34189 (4.25-4.50),53211.231689453125,2.4,6.35,0.26,18.7046,2.33235,0.0,12.69,26.48,7.7,18.8358,7.42697,0.0,15.09,20.13,7.44
1781,jsat,32932 (5.50-5.91),34189 (6.25-6.50),53357.75,0.89,14.99,1.68,18.5736,19.4131,0.0,14.02,4.06,8.88,18.8269,13.0138,0.0,14.91,19.05,7.2
436,jsat,32233 (2.76-2.96),32931 (4.51-4.79),53394.3818359375,0.29,5.17,0.18,25.778,0.0,,12.4,31.65,7.88,18.7046,2.33235,0.0,12.69,26.48,7.7
568,jsat,32201 (5.90-6.20),32233 (3.81-4.00),53418.80126953125,2.82,11.0,0.54,9.6541,0.0,,9.55,40.11,7.37,25.7632,0.0,0.493743,12.37,29.11,7.91
607,jsat,32201 (5.90-6.20),34189 (4.25-4.50),53553.111083984375,5.54,19.98,0.07,9.6541,0.0,,9.55,40.11,7.37,18.8358,7.42697,0.0,15.09,20.13,7.44
14,jsat,28767 (2.00-2.50),32228 (4.42-4.72),53919.4150390625,7.9,7.55,2.07,1.34941,0.0,,4.04,15.88,5.9,25.7448,7.0675,,11.94,23.43,7.97
163,jsat,30506 (3.21-3.27),32932 (3.50-3.91),53980.45703125,4.27,29.38,3.33,38.314,21.1985,,18.97,-0.47,11.16,18.6043,3.35945,0.0,14.7,28.91,7.83
686,jsat,32225 (3.52-3.70),32931 (2.50-2.77),54090.35302734375,5.49,28.02,1.02,19.1133,3.47633,,6.96,16.13,7.75,9.73876,0.0245049,0.0,12.45,44.15,6.73
173,jsat,30506 (3.21-3.27),34189 (2.87-3.20),54395.60595703125,3.17,24.87,3.79,38.314,21.1985,,18.97,-0.47,11.16,18.8352,5.00709,0.0,15.8,24.4,7.37
343,jsat,30506 (4.93-5.03),34188 (4.90-5.06),54444.44396972656,3.0,13.14,5.55,38.2955,21.215,,17.77,-3.8,13.88,18.8245,6.73915,0.0,14.77,9.34,8.33
1665,jsat,32931 (2.50-2.77),34165 (3.52-3.70),54517.70556640625,,40.38,,9.73876,0.0245049,0.0,12.45,44.15,6.73,18.8646,13.2777,0.0,,3.77,
168,jsat,30506 (3.21-3.27),34188 (2.24-2.41),54761.90673828125,3.0,41.58,3.27,38.314,21.1985,,18.97,-0.47,11.16,18.8204,0.0298251,0.0,15.97,41.11,7.89
684,jsat,32225 (3.52-3.70),32238 (3.58-3.84),54859.58447265625,1.53,6.02,0.09,19.1133,3.47633,,6.96,16.13,7.75,9.47125,0.0,0.0842352,8.49,22.15,7.84
998,jsat,32233 (3.81-4.00),32238 (3.58-3.84),54932.84521484375,3.88,6.96,0.07,25.7632,0.0,0.493743,12.37,29.11,7.91,9.47125,0.0,0.0842352,8.49,22.15,7.84
1847,jsat,34188 (4.90-5.06),33228 (4.48-4.72),55006.10437011719,8.43,4.87,3.04,18.8245,6.73915,0.0,14.77,9.34,8.33,9.62286,10.6663,0.0,6.34,4.47,5.29
