,Delta Ptot,Delta Tdiv,Delta nbar,Quantity,Scenario 1,Scenario 2,Signal 1,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar,quadratic_mean
925,4.33,3.59,0.05,jsat,,2,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,6781.86696676
1141,1.89,12.52,0.16,jsat,2,,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,6787.78593235
126,5.57,1.04,0.31,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,6790.92015963
687,2.9,5.09,0.71,jsat,,2,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,6802.2649795
195,2.75,6.3,0.14,jsat,2,2,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,6809.55208024
347,3.26,5.11,0.1,jsat,3,2.5,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,6813.87981416
881,4.35,1.58,0.01,jsat,,2,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,6821.75066358
1039,4.22,20.4,0.89,jsat,,2,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,6835.46344524
327,3.91,2.63,0.99,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,6835.75145944
1012,6.29,7.07,1.2,jsat,,,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,6851.32679419
766,1.06,10.57,0.14,jsat,,,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,6878.16010334
313,9.4,5.86,0.53,jsat,3,2,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,6903.66645234
107,4.83,9.54,1.55,jsat,2,2,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,6938.39102749
1152,2.09,6.69,0.59,jsat,2,5,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,6944.98714851
162,1.44,2.21,0.14,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,6955.6766711
10,7.48,5.91,2.06,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,6980.04382728
624,2.55,9.56,0.41,jsat,2,4.5,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,6999.60979618
160,1.42,4.22,0.1,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,7007.68685843
3,5.51,24.23,1.47,jsat,2,2,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,7011.03948923
345,3.19,9.38,0.17,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,7011.74591068
1143,1.2,21.68,1.09,jsat,2,,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,7018.43995582
144,2.38,1.43,0.1,jsat,3,3,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,7020.44600255
383,0.98,2.94,0.33,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,7022.4845281
458,3.41,6.98,0.64,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,7031.26616939
443,0.43,5.68,0.06,jsat,,2,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,7034.16682735
864,1.2,1.99,0.15,jsat,,3.5,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,7048.35558115
688,1.66,5.8,0.43,jsat,,2,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,7050.11025423
997,7.76,2.89,0.15,jsat,,2,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,7070.98472351
298,1.69,12.44,0.22,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,7074.80536769
349,3.39,4.37,0.01,jsat,3,2,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,7076.45652457
512,3.19,8.3,0.33,jsat,,2,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,7089.16984487
89,10.54,11.36,3.4,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,7118.39007958
427,0.7,1.83,0.21,jsat,2,2.5,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,7127.57756047
9,7.77,5.36,2.13,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,7133.33795373
752,1.42,0.53,0.56,jsat,,3.5,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,7135.58116878
374,4.06,6.06,0.02,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,7143.66891929
108,6.29,10.97,1.47,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,7145.23448585
478,2.98,3.88,0.47,jsat,,4.5,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,7147.53662843
768,0.99,6.3,0.21,jsat,,2.5,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,7179.08867575
617,2.45,5.77,0.62,jsat,2,,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,7183.86264806
960,0.07,13.89,0.83,jsat,,,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,7203.64886361
329,4.24,0.71,0.2,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,7214.47783101
378,0.94,3.25,0.21,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,7249.42779457
1135,2.71,8.65,0.51,jsat,3?,2,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,7251.98861934
1025,4.37,3.28,0.17,jsat,,2,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,7253.4077441
376,0.96,1.24,0.17,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,7254.86719112
57,7.66,11.45,2.84,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,7258.93879869
996,,2.97,1.43,jsat,,3,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,7259.72655662
451,1.95,1.31,0.68,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,7287.56310921
1183,0.1,3.79,1.03,jsat,,4.5,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,7329.59884148
993,6.22,7.97,0.1,jsat,,,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,7335.90207637
923,4.2,4.33,0.14,jsat,,2.5,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,7363.73231939
900,4.07,11.2,0.27,jsat,,2,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,7374.33908154
1060,6.21,23.36,0.76,jsat,,,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,7384.54633073
355,6.81,2.46,0.28,jsat,3,2,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,7396.77551611
944,4.1,19.31,0.77,jsat,,2,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,7397.75060665
379,0.92,5.64,0.36,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,7414.03422115
490,3.34,2.92,0.23,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,7416.33215588
879,4.22,2.32,0.1,jsat,,2.5,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,7423.0928665
987,4.14,9.81,0.3,jsat,,,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,7449.00715436
534,2.99,8.62,0.63,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,7451.33032461
585,2.6,18.71,0.48,jsat,2,2,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,7458.28679977
447,1.73,2.77,0.03,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,7465.67412445
858,0.93,1.22,1.24,jsat,,,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,7473.77192601
639,3.35,10.24,1.54,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,7479.16139886
176,7.66,18.32,0.07,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,7497.11808614
492,3.32,0.91,0.19,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,7530.70583564
972,5.56,12.46,0.72,jsat,,,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,7564.12687232
156,6.63,0.24,0.21,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,7614.72091482
1179,0.18,10.4,0.17,jsat,,2,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,7622.38675779
146,4.94,4.71,0.21,jsat,3,2,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,7652.7844181
947,4.31,5.98,0.2,jsat,,2,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,7652.93863739
746,1.15,2.68,0.53,jsat,,,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,7657.74986408
167,1.4,2.52,0.26,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,7658.40512639
406,0.11,4.48,0.96,jsat,2,2,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,7664.62669565
1022,4.16,16.61,0.74,jsat,,2,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,7715.9164427
198,3.69,6.61,1.05,jsat,2,,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,7731.6270851
403,5.48,6.35,0.43,jsat,2,5,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,7741.50026489
898,0.21,17.0,1.53,jsat,,,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,7755.37438234
707,4.18,10.91,0.71,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,7768.92008719
178,6.97,15.88,1.18,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,7771.57051615
333,4.46,0.75,0.51,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,7783.77202997
651,2.14,16.11,0.01,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,7785.69108349
1031,7.79,1.37,0.12,jsat,,2,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,7799.05923888
930,,4.18,1.34,jsat,,3,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,7810.64178275
671,4.86,2.2,0.86,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,7813.67866247
474,3.06,10.49,0.39,jsat,,2,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,7814.03478704
976,6.54,3.58,0.2,jsat,,2,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,7827.47235359
663,0.32,1.15,1.31,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,7842.00084058
256,1.02,9.7,0.04,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,7855.53810189
921,4.13,8.6,0.21,jsat,,,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,7863.82277321
886,,6.19,1.3,jsat,,3,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,7875.33889263
222,5.05,3.56,0.09,jsat,2,,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,7887.82084204
690,2.46,5.66,1.42,jsat,,2,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,7917.92783869
877,4.15,6.59,0.17,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,7936.80863171
360,5.49,1.82,0.3,jsat,3,4.5,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,7957.30600673
770,0.86,5.56,0.3,jsat,,2,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,7963.74768368
1016,6.74,15.3,1.1,jsat,,10,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,7982.40492143
832,2.75,4.49,0.47,jsat,,2,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,8004.75866766
808,1.43,0.24,0.04,jsat,,3.5,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,8021.01561083
225,,7.38,1.24,jsat,2,3,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,8039.42210338
927,6.21,6.76,0.01,jsat,,,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,8047.17285303
124,1.45,14.81,1.07,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,8051.75367139
163,1.46,0.18,0.29,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,8053.24793666
216,2.97,5.4,0.11,jsat,2,,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,8053.91137072
134,7.77,6.37,1.21,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,8059.79790869
86,10.43,26.28,2.5,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,8062.39733061
1105,2.1,0.81,0.41,jsat,2,,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,8085.00966785
649,2.83,18.09,1.24,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,8096.02371268
883,6.23,4.75,0.03,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,8101.458199
942,0.24,8.89,1.03,jsat,,,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,8104.72980611
692,1.58,0.81,1.29,jsat,,4.5,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,8109.99380478
429,0.83,1.09,0.12,jsat,2,2,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,8129.80927362
1062,5.52,10.84,0.49,jsat,,,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,8156.4869539
1117,2.02,11.78,0.07,jsat,2.5,,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,8157.59032168
953,7.73,4.07,0.09,jsat,,2,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,8160.50784174
700,4.03,20.11,1.33,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,8164.26057969
377,0.89,2.47,0.14,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,8180.27173652
93,10.99,3.13,3.3,jsat,4,10,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,8185.39259685
74,4.18,4.54,3.03,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,8189.5165445
29,4.35,2.79,2.21,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,8191.84562744
1023,4.24,4.02,0.26,jsat,,2.5,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,8197.49580615
794,1.04,10.86,0.15,jsat,,,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,8203.165863
1007,3.76,8.82,0.52,jsat,,3?,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,8209.75289975
668,4.85,3.41,0.95,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,8214.625397
384,1.04,6.73,0.48,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,8244.10638899
102,4.89,6.28,0.65,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,8252.65580252
91,11.96,11.85,2.95,jsat,4,2,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,8252.82627502
903,4.28,2.13,0.3,jsat,,2,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,8254.67356344
1101,3.18,6.35,0.26,jsat,,2,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,8279.35378854
666,4.87,5.42,0.99,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,8288.76060483
197,2.23,5.18,1.13,jsat,2,2,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,8349.08084357
105,5.35,1.94,0.56,jsat,2,2,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,8358.55259299
665,0.55,3.38,1.5,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,8398.67058616
