,Delta Ptot,Delta Tdiv,Delta nbar,Quantity,Scenario 1,Scenario 2,Signal 1,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar,quadratic_mean
608,3.62,18.24,1.11,jsat,2,,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,25738.2253008
1087,6.17,8.68,1.52,jsat,,4.5,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,25891.1957288
2,5.61,9.47,1.84,jsat,2,2,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,26001.4326949
696,1.09,12.13,1.34,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,26044.9230866
723,3.23,16.64,1.45,jsat,,2,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,26122.8132495
592,0.2,21.35,0.91,jsat,2,,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,26156.7810114
849,5.14,11.25,1.73,jsat,,,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,26202.383175
725,2.35,11.79,1.32,jsat,,4.5,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,26305.3609684
18,9.62,4.01,1.58,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,26484.9624884
45,11.76,8.52,1.47,jsat,2,2,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,26561.7886257
317,8.25,2.16,0.11,jsat,3,3.5,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,26610.2911441
698,1.32,14.36,1.53,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,26617.739598
47,10.88,3.67,1.6,jsat,2,4.5,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,26691.3693414
737,4.92,9.79,1.02,jsat,,,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,26693.9239571
12,8.33,13.23,2.01,jsat,2,2,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,26773.5393633
20,9.85,6.24,1.39,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,27019.310752
694,1.1,12.9,0.82,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,27111.8025358
979,6.63,3.61,0.72,jsat,,3.5,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,27287.2972389
16,9.63,4.78,2.1,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,27553.5722185
553,3.57,1.66,0.52,jsat,,3.5,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,27780.2938638
275,5.54,19.98,0.07,jsat,2,3.5,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,28123.5696199
1138,2.8,1.46,0.41,jsat,3?,3.5,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,28590.377402
515,3.28,1.11,0.59,jsat,,3.5,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,29023.4002431
1069,6.59,5.23,0.95,jsat,,3.5,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,29120.9477736
1114,2.48,18.94,0.22,jsat,2,3.5,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,32110.3039225
1086,6.34,9.26,1.58,jsat,,3.5,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,32925.7226146
724,2.52,12.37,1.38,jsat,,3.5,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,33335.303435
46,11.05,4.25,1.54,jsat,2,3.5,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,33666.6634984
