,Quantity,Signal 1,Signal 2,DTW,Delta Ptot,Delta Tdiv,Delta nbar,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar
1155,jsat,32234 (5.10-5.55),32239 (4.56-4.95),317.46031188964844,4.07,7.14,0.43,25.5233,0.0,0.0506868,12.57,7.76,8.82,9.47235,0.0,0.10587,8.5,14.9,8.39
1418,jsat,32238 (2.46-2.72),32239 (5.80-6.10),317.46034240722656,0.21,17.0,1.53,9.47367,0.0,0.0287791,8.54,27.87,7.49,9.46983,0.0,0.0811663,8.75,10.87,9.02
1257,jsat,32235 (5.55-5.98),32239 (4.56-4.95),329.67030334472656,5.16,4.99,0.91,25.5361,0.0,0.926972,13.66,19.89,7.48,9.47235,0.0,0.10587,8.5,14.9,8.39
1416,jsat,32238 (2.46-2.72),32239 (3.90-4.20),329.6703186035156,0.15,9.2,0.62,9.47367,0.0,0.0287791,8.54,27.87,7.49,9.47201,0.0,0.122662,8.39,18.67,8.11
1116,jsat,32234 (4.69-4.94),32239 (4.56-4.95),329.6703338623047,3.89,9.62,1.4,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.47235,0.0,0.10587,8.5,14.9,8.39
1110,jsat,32234 (4.69-4.94),32238 (2.46-2.72),329.67034912109375,3.85,22.59,2.3,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.47367,0.0,0.0287791,8.54,27.87,7.49
1318,jsat,32235 (6.49-6.84),32237 (3.74-4.01),341.88031005859375,5.31,9.64,1.8,25.5133,0.0,0.274347,13.89,22.12,7.29,9.4875,0.0,0.0881912,8.58,12.48,9.09
861,jsat,32228 (4.42-4.72),32238 (4.63-5.06),341.8803405761719,3.43,3.67,0.02,25.7448,7.0675,,11.94,23.43,7.97,9.47207,0.0,0.177642,8.51,19.76,7.99
1076,jsat,32234 (3.50-3.70),32239 (3.90-4.20),354.0903625488281,4.95,0.07,0.68,25.546,0.0,2.14927,13.34,18.74,8.79,9.47201,0.0,0.122662,8.39,18.67,8.11
1443,jsat,32238 (4.63-5.06),32239 (3.90-4.20),366.30035400390625,0.12,1.09,0.12,9.47207,0.0,0.177642,8.51,19.76,7.99,9.47201,0.0,0.122662,8.39,18.67,8.11
1256,jsat,32235 (5.55-5.98),32239 (3.90-4.20),366.3003845214844,5.27,1.22,0.63,25.5361,0.0,0.926972,13.66,19.89,7.48,9.47201,0.0,0.122662,8.39,18.67,8.11
1319,jsat,32235 (6.49-6.84),32238 (2.46-2.72),366.30039978027344,5.35,5.75,0.2,25.5133,0.0,0.274347,13.89,22.12,7.29,9.47367,0.0,0.0287791,8.54,27.87,7.49
1068,jsat,32234 (3.50-3.70),32235 (6.49-6.84),366.30039978027344,0.55,3.38,1.5,25.546,0.0,2.14927,13.34,18.74,8.79,25.5133,0.0,0.274347,13.89,22.12,7.29
1111,jsat,32234 (4.69-4.94),32238 (4.63-5.06),378.5103302001953,3.88,14.48,1.8,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.47207,0.0,0.177642,8.51,19.76,7.99
1144,jsat,32234 (5.10-5.55),32235 (5.55-5.98),378.5103759765625,1.09,12.13,1.34,25.5233,0.0,0.0506868,12.57,7.76,8.82,25.5361,0.0,0.926972,13.66,19.89,7.48
1445,jsat,32238 (4.63-5.06),32239 (5.80-6.10),390.7203369140625,0.24,8.89,1.03,9.47207,0.0,0.177642,8.51,19.76,7.99,9.46983,0.0,0.0811663,8.75,10.87,9.02
1150,jsat,32234 (5.10-5.55),32238 (4.63-5.06),390.72035217285156,4.06,12.0,0.83,25.5233,0.0,0.0506868,12.57,7.76,8.82,9.47207,0.0,0.177642,8.51,19.76,7.99
1286,jsat,32235 (6.07-6.42),32238 (4.63-5.06),390.72035217285156,4.98,0.42,0.38,25.5268,0.0,0.862729,13.49,19.34,7.61,9.47207,0.0,0.177642,8.51,19.76,7.99
1077,jsat,32234 (3.50-3.70),32239 (4.56-4.95),390.7203826904297,4.84,3.84,0.4,25.546,0.0,2.14927,13.34,18.74,8.79,9.47235,0.0,0.10587,8.5,14.9,8.39
1105,jsat,32234 (4.69-4.94),32235 (5.55-5.98),390.72039794921875,1.27,14.61,2.31,25.5276,0.0,0.0676609,12.39,5.28,9.79,25.5361,0.0,0.926972,13.66,19.89,7.48
1384,jsat,32237 (3.74-4.01),32238 (4.63-5.06),439.5603790283203,0.07,7.28,1.1,9.4875,0.0,0.0881912,8.58,12.48,9.09,9.47207,0.0,0.177642,8.51,19.76,7.99
1417,jsat,32238 (2.46-2.72),32239 (4.56-4.95),463.98045349121094,0.04,12.97,0.9,9.47367,0.0,0.0287791,8.54,27.87,7.49,9.47235,0.0,0.10587,8.5,14.9,8.39
1252,jsat,32235 (5.55-5.98),32238 (4.63-5.06),500.6104431152344,5.15,0.13,0.51,25.5361,0.0,0.926972,13.66,19.89,7.48,9.47207,0.0,0.177642,8.51,19.76,7.99
1072,jsat,32234 (3.50-3.70),32238 (4.63-5.06),561.6605224609375,4.83,1.02,0.8,25.546,0.0,2.14927,13.34,18.74,8.79,9.47207,0.0,0.177642,8.51,19.76,7.99
906,jsat,32228 (5.22-5.50),32238 (5.72-6.08),598.2906494140625,3.35,4.72,0.13,25.7248,9.63407,,11.81,21.24,8.03,9.46889,0.0,0.0927535,8.46,16.52,8.16
956,jsat,32228 (6.20-6.48),32238 (3.58-3.84),732.6007080078125,3.03,0.36,0.12,25.7023,12.8457,,11.52,21.79,7.96,9.47125,0.0,0.0842352,8.49,22.15,7.84
901,jsat,32228 (5.22-5.50),32235 (6.49-6.84),781.4407958984375,2.08,0.88,0.74,25.7248,9.63407,,11.81,21.24,8.03,25.5133,0.0,0.274347,13.89,22.12,7.29
1185,jsat,32235 (3.49-3.87),32238 (5.72-6.08),793.6507415771484,5.21,4.14,0.16,25.5696,0.0,0.962967,13.67,20.66,8.0,9.46889,0.0,0.0927535,8.46,16.52,8.16
902,jsat,32228 (5.22-5.50),32237 (2.37-2.98),854.7008666992188,3.34,2.92,0.23,25.7248,9.63407,,11.81,21.24,8.03,9.48679,0.0,0.0285357,8.47,24.16,7.8
1187,jsat,32235 (3.49-3.87),32239 (3.20-3.40),854.7009735107422,5.22,1.8,0.04,25.5696,0.0,0.962967,13.67,20.66,8.0,9.47453,0.0,0.0793621,8.45,22.46,7.96
899,jsat,32228 (5.22-5.50),32235 (5.55-5.98),866.9108428955078,1.85,1.35,0.55,25.7248,9.63407,,11.81,21.24,8.03,25.5361,0.0,0.926972,13.66,19.89,7.48
900,jsat,32228 (5.22-5.50),32235 (6.07-6.42),879.1209106445312,1.68,1.9,0.42,25.7248,9.63407,,11.81,21.24,8.03,25.5268,0.0,0.862729,13.49,19.34,7.61
894,jsat,32228 (5.22-5.50),32234 (3.50-3.70),927.9609375,1.53,2.5,0.76,25.7248,9.63407,,11.81,21.24,8.03,25.546,0.0,2.14927,13.34,18.74,8.79
904,jsat,32228 (5.22-5.50),32238 (2.46-2.72),976.8009796142578,3.27,6.63,0.54,25.7248,9.63407,,11.81,21.24,8.03,9.47367,0.0,0.0287791,8.54,27.87,7.49
909,jsat,32228 (5.22-5.50),32239 (3.90-4.20),1037.851058959961,3.42,2.57,0.08,25.7248,9.63407,,11.81,21.24,8.03,9.47201,0.0,0.122662,8.39,18.67,8.11
895,jsat,32228 (5.22-5.50),32234 (4.69-4.94),1062.2710723876953,0.58,15.96,1.76,25.7248,9.63407,,11.81,21.24,8.03,25.5276,0.0,0.0676609,12.39,5.28,9.79
1471,jsat,32238 (5.72-6.08),32239 (4.56-4.95),1111.1111450195312,0.04,1.62,0.23,9.46889,0.0,0.0927535,8.46,16.52,8.16,9.47235,0.0,0.10587,8.5,14.9,8.39
1225,jsat,32235 (4.03-5.00),32238 (3.58-3.84),1208.7910766601562,5.19,1.97,0.35,25.5597,0.0,0.934225,13.68,20.18,7.49,9.47125,0.0,0.0842352,8.49,22.15,7.84
1321,jsat,32235 (6.49-6.84),32238 (5.72-6.08),1221.001235961914,5.43,5.6,0.87,25.5133,0.0,0.274347,13.89,22.12,7.29,9.46889,0.0,0.0927535,8.46,16.52,8.16
862,jsat,32228 (4.42-4.72),32238 (5.72-6.08),1221.0012969970703,3.48,6.91,0.19,25.7448,7.0675,,11.94,23.43,7.97,9.46889,0.0,0.0927535,8.46,16.52,8.16
1472,jsat,32238 (5.72-6.08),32239 (5.80-6.10),1257.6312713623047,0.29,5.65,0.86,9.46889,0.0,0.0927535,8.46,16.52,8.16,9.46983,0.0,0.0811663,8.75,10.87,9.02
1353,jsat,32237 (2.37-2.98),32238 (5.72-6.08),1257.6312866210938,0.01,7.64,0.36,9.48679,0.0,0.0285357,8.47,24.16,7.8,9.46889,0.0,0.0927535,8.46,16.52,8.16
1287,jsat,32235 (6.07-6.42),32238 (5.72-6.08),1306.4713439941406,5.03,2.82,0.55,25.5268,0.0,0.862729,13.49,19.34,7.61,9.46889,0.0,0.0927535,8.46,16.52,8.16
897,jsat,32228 (5.22-5.50),32235 (3.49-3.87),1318.6812286376953,1.86,0.58,0.03,25.7248,9.63407,,11.81,21.24,8.03,25.5696,0.0,0.962967,13.67,20.66,8.0
1385,jsat,32237 (3.74-4.01),32238 (5.72-6.08),1355.3113555908203,0.12,4.04,0.93,9.4875,0.0,0.0881912,8.58,12.48,9.09,9.46889,0.0,0.0927535,8.46,16.52,8.16
1253,jsat,32235 (5.55-5.98),32238 (5.72-6.08),1379.731430053711,5.2,3.37,0.68,25.5361,0.0,0.926972,13.66,19.89,7.48,9.46889,0.0,0.0927535,8.46,16.52,8.16
1470,jsat,32238 (5.72-6.08),32239 (3.90-4.20),1391.9414367675781,0.07,2.15,0.05,9.46889,0.0,0.0927535,8.46,16.52,8.16,9.47201,0.0,0.122662,8.39,18.67,8.11
1073,jsat,32234 (3.50-3.70),32238 (5.72-6.08),1428.5714874267578,4.88,2.22,0.63,25.546,0.0,2.14927,13.34,18.74,8.79,9.46889,0.0,0.0927535,8.46,16.52,8.16
1151,jsat,32234 (5.10-5.55),32238 (5.72-6.08),1452.991470336914,4.11,8.76,0.66,25.5233,0.0,0.0506868,12.57,7.76,8.82,9.46889,0.0,0.0927535,8.46,16.52,8.16
1112,jsat,32234 (4.69-4.94),32238 (5.72-6.08),1465.2014923095703,3.93,11.24,1.63,25.5276,0.0,0.0676609,12.39,5.28,9.79,9.46889,0.0,0.0927535,8.46,16.52,8.16
1469,jsat,32238 (5.72-6.08),32239 (3.20-3.40),1501.8314819335938,0.01,5.94,0.2,9.46889,0.0,0.0927535,8.46,16.52,8.16,9.47453,0.0,0.0793621,8.45,22.46,7.96
1184,jsat,32235 (3.49-3.87),32238 (4.63-5.06),1758.2417907714844,5.16,0.9,0.01,25.5696,0.0,0.962967,13.67,20.66,8.0,9.47207,0.0,0.177642,8.51,19.76,7.99
812,jsat,32228 (3.72-4.00),32235 (6.07-6.42),1758.2418975830078,1.5,5.31,0.3,25.7514,4.76522,,11.99,24.65,7.91,25.5268,0.0,0.862729,13.49,19.34,7.61
1189,jsat,32235 (3.49-3.87),32239 (4.56-4.95),1855.9218292236328,5.17,5.76,0.39,25.5696,0.0,0.962967,13.67,20.66,8.0,9.47235,0.0,0.10587,8.5,14.9,8.39
806,jsat,32228 (3.72-4.00),32234 (3.50-3.70),1868.1320343017578,1.35,5.91,0.88,25.7514,4.76522,,11.99,24.65,7.91,25.546,0.0,2.14927,13.34,18.74,8.79
853,jsat,32228 (4.42-4.72),32235 (3.49-3.87),1880.3418884277344,1.73,2.77,0.03,25.7448,7.0675,,11.94,23.43,7.97,25.5696,0.0,0.962967,13.67,20.66,8.0
1181,jsat,32235 (3.49-3.87),32237 (2.37-2.98),1880.3419036865234,5.2,3.5,0.2,25.5696,0.0,0.962967,13.67,20.66,8.0,9.48679,0.0,0.0285357,8.47,24.16,7.8
942,jsat,32228 (6.20-6.48),32235 (4.03-5.00),1916.9717254638672,2.16,1.61,0.47,25.7023,12.8457,,11.52,21.79,7.96,25.5597,0.0,0.934225,13.68,20.18,7.49
821,jsat,32228 (3.72-4.00),32239 (3.90-4.20),1916.9720611572266,3.6,5.98,0.2,25.7514,4.76522,,11.99,24.65,7.91,9.47201,0.0,0.122662,8.39,18.67,8.11
816,jsat,32228 (3.72-4.00),32238 (2.46-2.72),1929.1820983886719,3.45,3.22,0.42,25.7514,4.76522,,11.99,24.65,7.91,9.47367,0.0,0.0287791,8.54,27.87,7.49
811,jsat,32228 (3.72-4.00),32235 (5.55-5.98),1929.1820983886719,1.67,4.76,0.43,25.7514,4.76522,,11.99,24.65,7.91,25.5361,0.0,0.926972,13.66,19.89,7.48
1186,jsat,32235 (3.49-3.87),32238 (6.40-6.80),1965.8119812011719,5.19,0.28,0.07,25.5696,0.0,0.962967,13.67,20.66,8.0,9.4666,0.0,0.0482738,8.48,20.94,7.93
1182,jsat,32235 (3.49-3.87),32237 (3.74-4.01),2002.4419403076172,5.09,8.18,1.09,25.5696,0.0,0.962967,13.67,20.66,8.0,9.4875,0.0,0.0881912,8.58,12.48,9.09
1190,jsat,32235 (3.49-3.87),32239 (5.80-6.10),2002.4419708251953,4.92,9.79,1.02,25.5696,0.0,0.962967,13.67,20.66,8.0,9.46983,0.0,0.0811663,8.75,10.87,9.02
1064,jsat,32234 (3.50-3.70),32235 (3.49-3.87),2026.8619537353516,0.33,1.92,0.79,25.546,0.0,2.14927,13.34,18.74,8.79,25.5696,0.0,0.962967,13.67,20.66,8.0
