,Quantity,Signal 1,Signal 2,DTW,Delta Ptot,Delta Tdiv,Delta nbar,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar
1625,jsat,32238 (3.58-3.84),34165 (2.00-2.33),142332.11128234863,,4.18,1.34,9.47125,0.0,0.0842352,8.49,22.15,7.84,18.8512,0.0243271,0.0,,17.97,6.5
67,jsat,28767 (5.90-6.31),32201 (3.66-3.93),142649.57080078125,2.77,7.96,2.57,2.15433,0.0,,4.28,11.98,5.13,19.098,0.0,,7.05,19.94,7.7
1647,jsat,32239 (2.11-2.47),34165 (2.00-2.33),142661.78273010254,,12.44,0.83,9.47128,0.0,0.0275171,8.53,30.41,7.33,18.8512,0.0243271,0.0,,17.97,6.5
4,jsat,28767 (2.00-2.50),32201 (2.55-2.77),142991.44970703125,3.01,13.83,1.42,1.34941,0.0,,4.04,15.88,5.9,9.59389,0.0,,7.05,29.71,7.32
1537,jsat,32239 (3.20-3.40),34188 (4.04-4.20),143174.59936523438,6.55,9.52,0.4,9.47453,0.0,0.0793621,8.45,22.46,7.96,18.8332,4.51371,0.0,15.0,12.94,8.36
712,jsat,32225 (4.52-4.95),32233 (3.81-4.00),143406.6015625,2.94,7.74,0.11,19.1233,3.4687,,9.43,21.37,7.8,25.7632,0.0,0.493743,12.37,29.11,7.91
1058,jsat,32233 (5.05-5.33),34189 (2.87-3.20),143418.798828125,3.92,4.23,1.5,25.747,0.0,1.9545,11.88,20.17,8.87,18.8352,5.00709,0.0,15.8,24.4,7.37
1542,jsat,32239 (3.20-3.40),34189 (5.25-5.50),144065.93408203125,6.47,2.91,0.46,9.47453,0.0,0.0793621,8.45,22.46,7.96,18.8304,10.1737,0.0,14.92,19.55,7.5
505,jsat,32201 (3.66-3.93),34189 (6.25-6.50),144798.537109375,7.86,0.89,0.5,19.098,0.0,,7.05,19.94,7.7,18.8269,13.0138,0.0,14.91,19.05,7.2
549,jsat,32201 (4.55-4.81),34188 (2.24-2.41),145311.34765625,6.32,15.76,0.15,19.1003,0.0,,9.65,25.35,7.74,18.8204,0.0298251,0.0,15.97,41.11,7.89
556,jsat,32201 (4.55-4.81),34189 (5.25-5.50),145433.44189453125,5.27,5.8,0.24,19.1003,0.0,,9.65,25.35,7.74,18.8304,10.1737,0.0,14.92,19.55,7.5
1241,jsat,32235 (4.03-5.00),34188 (4.28-4.45),145995.11561584473,1.59,5.07,0.94,25.5597,0.0,0.934225,13.68,20.18,7.49,18.8255,4.51156,0.0,15.27,15.11,8.43
1539,jsat,32239 (3.20-3.40),34188 (4.90-5.06),146227.10229492188,6.32,13.12,0.37,9.47453,0.0,0.0793621,8.45,22.46,7.96,18.8245,6.73915,0.0,14.77,9.34,8.33
552,jsat,32201 (4.55-4.81),34188 (4.28-4.45),146349.19189453125,5.62,10.24,0.69,19.1003,0.0,,9.65,25.35,7.74,18.8255,4.51156,0.0,15.27,15.11,8.43
976,jsat,32228 (6.20-6.48),34189 (5.25-5.50),146727.71673583984,3.4,2.24,0.46,25.7023,12.8457,,11.52,21.79,7.96,18.8304,10.1737,0.0,14.92,19.55,7.5
1630,jsat,32238 (3.58-3.84),34188 (4.28-4.45),147203.90669250488,6.78,7.04,0.59,9.47125,0.0,0.0842352,8.49,22.15,7.84,18.8255,4.51156,0.0,15.27,15.11,8.43
1211,jsat,32235 (3.49-3.87),34189 (5.25-5.50),147264.95747375488,1.25,1.11,0.5,25.5696,0.0,0.962967,13.67,20.66,8.0,18.8304,10.1737,0.0,14.92,19.55,7.5
496,jsat,32201 (3.66-3.93),34165 (3.52-3.70),147460.3193359375,,16.17,,19.098,0.0,,7.05,19.94,7.7,18.8646,13.2777,0.0,,3.77,
1206,jsat,32235 (3.49-3.87),34188 (4.04-4.20),147667.88398742676,1.33,7.72,0.36,25.5696,0.0,0.962967,13.67,20.66,8.0,18.8332,4.51371,0.0,15.0,12.94,8.36
232,jsat,30506 (3.53-3.71),34189 (5.25-5.50),147912.08752441406,4.07,21.94,5.1,38.3254,21.2135,,18.99,-2.39,12.6,18.8304,10.1737,0.0,14.92,19.55,7.5
615,jsat,32225 (2.70-3.00),32228 (6.20-6.48),148217.3383178711,4.68,3.82,0.41,9.48025,3.49116,,6.84,17.97,7.55,25.7023,12.8457,,11.52,21.79,7.96
346,jsat,30506 (4.93-5.03),34189 (5.25-5.50),148498.16931152344,2.85,23.35,6.38,38.2955,21.215,,17.77,-3.8,13.88,18.8304,10.1737,0.0,14.92,19.55,7.5
1492,jsat,32238 (5.72-6.08),34189 (5.25-5.50),148595.84869384766,6.46,3.03,0.66,9.46889,0.0,0.0927535,8.46,16.52,8.16,18.8304,10.1737,0.0,14.92,19.55,7.5
1652,jsat,32239 (2.11-2.47),34188 (4.28-4.45),148656.8984527588,6.74,15.3,1.1,9.47128,0.0,0.0275171,8.53,30.41,7.33,18.8255,4.51156,0.0,15.27,15.11,8.43
398,jsat,32201 (2.55-2.77),34189 (4.25-4.50),148693.52880859375,8.04,9.58,0.12,9.59389,0.0,,7.05,29.71,7.32,18.8358,7.42697,0.0,15.09,20.13,7.44
1533,jsat,32239 (3.20-3.40),34165 (2.00-2.33),148778.99829101562,,4.49,1.46,9.47453,0.0,0.0793621,8.45,22.46,7.96,18.8512,0.0243271,0.0,,17.97,6.5
967,jsat,32228 (6.20-6.48),34165 (2.00-2.33),148901.0980834961,,3.82,1.46,25.7023,12.8457,,11.52,21.79,7.96,18.8512,0.0243271,0.0,,17.97,6.5
365,jsat,32201 (2.55-2.77),32235 (4.03-5.00),149597.06629943848,6.63,9.53,0.17,9.59389,0.0,,7.05,29.71,7.32,25.5597,0.0,0.934225,13.68,20.18,7.49
1465,jsat,32238 (4.63-5.06),34189 (5.25-5.50),149633.69999694824,6.41,0.21,0.49,9.47207,0.0,0.177642,8.51,19.76,7.99,18.8304,10.1737,0.0,14.92,19.55,7.5
1487,jsat,32238 (5.72-6.08),34188 (4.04-4.20),149658.1157836914,6.54,3.58,0.2,9.46889,0.0,0.0927535,8.46,16.52,8.16,18.8332,4.51371,0.0,15.0,12.94,8.36
1588,jsat,32239 (4.56-4.95),34189 (5.25-5.50),150122.1003112793,6.42,4.65,0.89,9.47235,0.0,0.10587,8.5,14.9,8.39,18.8304,10.1737,0.0,14.92,19.55,7.5
1538,jsat,32239 (3.20-3.40),34188 (4.28-4.45),150402.93017578125,6.82,7.35,0.47,9.47453,0.0,0.0793621,8.45,22.46,7.96,18.8255,4.51156,0.0,15.27,15.11,8.43
6,jsat,28767 (2.00-2.50),32201 (3.66-3.93),150708.1787109375,3.01,4.06,1.8,1.34941,0.0,,4.04,15.88,5.9,19.098,0.0,,7.05,19.94,7.7
1611,jsat,32239 (5.80-6.10),34189 (5.25-5.50),150708.18083190918,6.17,8.68,1.52,9.46983,0.0,0.0811663,8.75,10.87,9.02,18.8304,10.1737,0.0,14.92,19.55,7.5
1208,jsat,32235 (3.49-3.87),34188 (4.90-5.06),150720.38691711426,1.1,11.32,0.33,25.5696,0.0,0.962967,13.67,20.66,8.0,18.8245,6.73915,0.0,14.77,9.34,8.33
1279,jsat,32235 (5.55-5.98),34189 (5.25-5.50),150769.23091125488,1.26,0.34,0.02,25.5361,0.0,0.926972,13.66,19.89,7.48,18.8304,10.1737,0.0,14.92,19.55,7.5
379,jsat,32201 (2.55-2.77),32238 (3.58-3.84),150805.85737609863,1.44,7.56,0.52,9.59389,0.0,,7.05,29.71,7.32,9.47125,0.0,0.0842352,8.49,22.15,7.84
1099,jsat,32234 (3.50-3.70),34189 (5.25-5.50),150830.28102111816,1.58,0.81,1.29,25.546,0.0,2.14927,13.34,18.74,8.79,18.8304,10.1737,0.0,14.92,19.55,7.5
1379,jsat,32237 (2.37-2.98),34189 (5.25-5.50),150830.28103637695,6.45,4.61,0.3,9.48679,0.0,0.0285357,8.47,24.16,7.8,18.8304,10.1737,0.0,14.92,19.55,7.5
1347,jsat,32235 (6.49-6.84),34189 (5.25-5.50),150854.7010192871,1.03,2.57,0.21,25.5133,0.0,0.274347,13.89,22.12,7.29,18.8304,10.1737,0.0,14.92,19.55,7.5
1438,jsat,32238 (2.46-2.72),34189 (5.25-5.50),150952.3811187744,6.38,8.32,0.01,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.8304,10.1737,0.0,14.92,19.55,7.5
1519,jsat,32238 (6.40-6.80),34189 (5.25-5.50),150989.01118469238,6.44,1.39,0.43,9.4666,0.0,0.0482738,8.48,20.94,7.93,18.8304,10.1737,0.0,14.92,19.55,7.5
888,jsat,32228 (4.42-4.72),34189 (5.25-5.50),151062.27125549316,2.98,3.88,0.47,25.7448,7.0675,,11.94,23.43,7.97,18.8304,10.1737,0.0,14.92,19.55,7.5
1313,jsat,32235 (6.07-6.42),34189 (5.25-5.50),151123.32131958008,1.43,0.21,0.11,25.5268,0.0,0.862729,13.49,19.34,7.61,18.8304,10.1737,0.0,14.92,19.55,7.5
621,jsat,32225 (2.70-3.00),32235 (3.49-3.87),151221.001663208,6.83,2.69,0.45,9.48025,3.49116,,6.84,17.97,7.55,25.5696,0.0,0.962967,13.67,20.66,8.0
342,jsat,30506 (4.93-5.03),34188 (4.28-4.45),151257.63024902344,2.5,18.91,5.45,38.2955,21.215,,17.77,-3.8,13.88,18.8255,4.51156,0.0,15.27,15.11,8.43
1565,jsat,32239 (3.90-4.20),34189 (5.25-5.50),151257.63143920898,6.53,0.88,0.61,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8304,10.1737,0.0,14.92,19.55,7.5
1177,jsat,32234 (5.10-5.55),34189 (5.25-5.50),151318.68147277832,2.35,11.79,1.32,25.5233,0.0,0.0506868,12.57,7.76,8.82,18.8304,10.1737,0.0,14.92,19.55,7.5
1138,jsat,32234 (4.69-4.94),34189 (5.25-5.50),151330.89149475098,2.53,14.27,2.29,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.8304,10.1737,0.0,14.92,19.55,7.5
799,jsat,32225 (5.52-5.95),34189 (4.25-4.50),151489.62451171875,5.66,5.27,0.19,9.65691,3.46728,,9.43,25.4,7.63,18.8358,7.42697,0.0,15.09,20.13,7.44
630,jsat,32225 (2.70-3.00),32238 (5.72-6.08),151892.5523071289,1.62,1.45,0.61,9.48025,3.49116,,6.84,17.97,7.55,9.46889,0.0,0.0927535,8.46,16.52,8.16
1202,jsat,32235 (3.49-3.87),34165 (2.00-2.33),151904.761428833,,2.69,1.5,25.5696,0.0,0.962967,13.67,20.66,8.0,18.8512,0.0243271,0.0,,17.97,6.5
1461,jsat,32238 (4.63-5.06),34188 (4.28-4.45),152014.65190124512,6.76,4.65,0.44,9.47207,0.0,0.177642,8.51,19.76,7.99,18.8255,4.51156,0.0,15.27,15.11,8.43
1584,jsat,32239 (4.56-4.95),34188 (4.28-4.45),152283.27206420898,6.77,0.21,0.04,9.47235,0.0,0.10587,8.5,14.9,8.39,18.8255,4.51156,0.0,15.27,15.11,8.43
1483,jsat,32238 (5.72-6.08),34165 (2.00-2.33),152576.3120727539,,1.45,1.66,9.46889,0.0,0.0927535,8.46,16.52,8.16,18.8512,0.0243271,0.0,,17.97,6.5
932,jsat,32228 (5.22-5.50),34189 (5.25-5.50),152576.31280517578,3.11,1.69,0.53,25.7248,9.63407,,11.81,21.24,8.03,18.8304,10.1737,0.0,14.92,19.55,7.5
927,jsat,32228 (5.22-5.50),34188 (4.04-4.20),152600.72882080078,3.19,8.3,0.33,25.7248,9.63407,,11.81,21.24,8.03,18.8332,4.51371,0.0,15.0,12.94,8.36
1456,jsat,32238 (4.63-5.06),34165 (2.00-2.33),152673.99235534668,,1.79,1.49,9.47207,0.0,0.177642,8.51,19.76,7.99,18.8512,0.0243271,0.0,,17.97,6.5
1489,jsat,32238 (5.72-6.08),34188 (4.90-5.06),152710.6187133789,6.31,7.18,0.17,9.46889,0.0,0.0927535,8.46,16.52,8.16,18.8245,6.73915,0.0,14.77,9.34,8.33
1607,jsat,32239 (5.80-6.10),34188 (4.28-4.45),152771.67301940918,6.52,4.24,0.59,9.46983,0.0,0.0811663,8.75,10.87,9.02,18.8255,4.51156,0.0,15.27,15.11,8.43
1275,jsat,32235 (5.55-5.98),34188 (4.28-4.45),152832.72309875488,1.61,4.78,0.95,25.5361,0.0,0.926972,13.66,19.89,7.48,18.8255,4.51156,0.0,15.27,15.11,8.43
1207,jsat,32235 (3.49-3.87),34188 (4.28-4.45),152844.93257141113,1.6,5.55,0.43,25.5696,0.0,0.962967,13.67,20.66,8.0,18.8255,4.51156,0.0,15.27,15.11,8.43
1488,jsat,32238 (5.72-6.08),34188 (4.28-4.45),152857.14263916016,6.81,1.41,0.27,9.46889,0.0,0.0927535,8.46,16.52,8.16,18.8255,4.51156,0.0,15.27,15.11,8.43
1095,jsat,32234 (3.50-3.70),34188 (4.28-4.45),152893.77320861816,1.93,3.63,0.36,25.546,0.0,2.14927,13.34,18.74,8.79,18.8255,4.51156,0.0,15.27,15.11,8.43
1375,jsat,32237 (2.37-2.98),34188 (4.28-4.45),152893.77322387695,6.8,9.05,0.63,9.48679,0.0,0.0285357,8.47,24.16,7.8,18.8255,4.51156,0.0,15.27,15.11,8.43
1343,jsat,32235 (6.49-6.84),34188 (4.28-4.45),152967.03274536133,1.38,7.01,1.14,25.5133,0.0,0.274347,13.89,22.12,7.29,18.8255,4.51156,0.0,15.27,15.11,8.43
1342,jsat,32235 (6.49-6.84),34188 (4.04-4.20),152991.44921875,1.11,9.18,1.07,25.5133,0.0,0.274347,13.89,22.12,7.29,18.8332,4.51371,0.0,15.0,12.94,8.36
1274,jsat,32235 (5.55-5.98),34188 (4.04-4.20),153015.86921691895,1.34,6.95,0.88,25.5361,0.0,0.926972,13.66,19.89,7.48,18.8332,4.51371,0.0,15.0,12.94,8.36
1434,jsat,32238 (2.46-2.72),34188 (4.28-4.45),153015.8733062744,6.73,12.76,0.94,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.8255,4.51156,0.0,15.27,15.11,8.43
1579,jsat,32239 (4.56-4.95),34165 (2.00-2.33),153052.50259399414,,3.07,1.89,9.47235,0.0,0.10587,8.5,14.9,8.39,18.8512,0.0243271,0.0,,17.97,6.5
1515,jsat,32238 (6.40-6.80),34188 (4.28-4.45),153052.50337219238,6.79,5.83,0.5,9.4666,0.0,0.0482738,8.48,20.94,7.93,18.8255,4.51156,0.0,15.27,15.11,8.43
1094,jsat,32234 (3.50-3.70),34188 (4.04-4.20),153064.70933532715,1.66,5.8,0.43,25.546,0.0,2.14927,13.34,18.74,8.79,18.8332,4.51371,0.0,15.0,12.94,8.36
1374,jsat,32237 (2.37-2.98),34188 (4.04-4.20),153064.70935058594,6.53,11.22,0.56,9.48679,0.0,0.0285357,8.47,24.16,7.8,18.8332,4.51371,0.0,15.0,12.94,8.36
972,jsat,32228 (6.20-6.48),34188 (4.28-4.45),153064.71282958984,3.75,6.68,0.47,25.7023,12.8457,,11.52,21.79,7.96,18.8255,4.51156,0.0,15.27,15.11,8.43
628,jsat,32225 (2.70-3.00),32238 (2.46-2.72),153076.92350769043,1.7,9.9,0.06,9.48025,3.49116,,6.84,17.97,7.55,9.47367,0.0,0.0287791,8.54,27.87,7.49
625,jsat,32225 (2.70-3.00),32235 (6.49-6.84),153076.92352294922,7.05,4.15,0.26,9.48025,3.49116,,6.84,17.97,7.55,25.5133,0.0,0.274347,13.89,22.12,7.29
884,jsat,32228 (4.42-4.72),34188 (4.28-4.45),153125.76344299316,3.33,8.32,0.46,25.7448,7.0675,,11.94,23.43,7.97,18.8255,4.51156,0.0,15.27,15.11,8.43
1433,jsat,32238 (2.46-2.72),34188 (4.04-4.20),153186.8094329834,6.46,14.93,0.87,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.8332,4.51371,0.0,15.0,12.94,8.36
1309,jsat,32235 (6.07-6.42),34188 (4.28-4.45),153186.81350708008,1.78,4.23,0.82,25.5268,0.0,0.862729,13.49,19.34,7.61,18.8255,4.51156,0.0,15.27,15.11,8.43
883,jsat,32228 (4.42-4.72),34188 (4.04-4.20),153272.2795562744,3.06,10.49,0.39,25.7448,7.0675,,11.94,23.43,7.97,18.8332,4.51371,0.0,15.0,12.94,8.36
1561,jsat,32239 (3.90-4.20),34188 (4.28-4.45),153321.12362670898,6.88,3.56,0.32,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8255,4.51156,0.0,15.27,15.11,8.43
633,jsat,32225 (2.70-3.00),32239 (3.90-4.20),153333.33378601074,1.55,0.7,0.56,9.48025,3.49116,,6.84,17.97,7.55,9.47201,0.0,0.122662,8.39,18.67,8.11
1173,jsat,32234 (5.10-5.55),34188 (4.28-4.45),153382.17366027832,2.7,7.35,0.39,25.5233,0.0,0.0506868,12.57,7.76,8.82,18.8255,4.51156,0.0,15.27,15.11,8.43
1134,jsat,32234 (4.69-4.94),34188 (4.28-4.45),153394.38368225098,2.88,9.83,1.36,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.8255,4.51156,0.0,15.27,15.11,8.43
1308,jsat,32235 (6.07-6.42),34188 (4.04-4.20),153431.00970458984,1.51,6.4,0.75,25.5268,0.0,0.862729,13.49,19.34,7.61,18.8332,4.51371,0.0,15.0,12.94,8.36
1602,jsat,32239 (5.80-6.10),34165 (2.00-2.33),153504.27299499512,,7.1,2.52,9.46983,0.0,0.0811663,8.75,10.87,9.02,18.8512,0.0243271,0.0,,17.97,6.5
1560,jsat,32239 (3.90-4.20),34188 (4.04-4.20),153540.89979553223,6.61,5.73,0.25,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8332,4.51371,0.0,15.0,12.94,8.36
1270,jsat,32235 (5.55-5.98),34165 (2.00-2.33),153565.32307434082,,1.92,0.98,25.5361,0.0,0.926972,13.66,19.89,7.48,18.8512,0.0243271,0.0,,17.97,6.5
753,jsat,32225 (4.52-4.95),34189 (6.25-6.50),153638.576171875,5.48,2.32,0.6,19.1233,3.4687,,9.43,21.37,7.8,18.8269,13.0138,0.0,14.91,19.05,7.2
1090,jsat,32234 (3.50-3.70),34165 (2.00-2.33),153638.58317565918,,0.77,2.29,25.546,0.0,2.14927,13.34,18.74,8.79,18.8512,0.0243271,0.0,,17.97,6.5
1370,jsat,32237 (2.37-2.98),34165 (2.00-2.33),153638.58319091797,,6.19,1.3,9.48679,0.0,0.0285357,8.47,24.16,7.8,18.8512,0.0243271,0.0,,17.97,6.5
1133,jsat,32234 (4.69-4.94),34188 (4.04-4.20),153662.99989318848,2.61,7.66,1.43,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.8332,4.51371,0.0,15.0,12.94,8.36
1402,jsat,32237 (3.74-4.01),34165 (2.00-2.33),153663.0032043457,,5.49,2.59,9.4875,0.0,0.0881912,8.58,12.48,9.09,18.8512,0.0243271,0.0,,17.97,6.5
928,jsat,32228 (5.22-5.50),34188 (4.28-4.45),153724.05377197266,3.46,6.13,0.4,25.7248,9.63407,,11.81,21.24,8.03,18.8255,4.51156,0.0,15.27,15.11,8.43
1510,jsat,32238 (6.40-6.80),34165 (2.00-2.33),153748.47329711914,,2.97,1.43,9.4666,0.0,0.0482738,8.48,20.94,7.93,18.8512,0.0243271,0.0,,17.97,6.5
1429,jsat,32238 (2.46-2.72),34165 (2.00-2.33),153760.68327331543,,9.9,0.99,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.8512,0.0243271,0.0,,17.97,6.5
1338,jsat,32235 (6.49-6.84),34165 (2.00-2.33),153760.68328857422,,4.15,0.79,25.5133,0.0,0.274347,13.89,22.12,7.29,18.8512,0.0243271,0.0,,17.97,6.5
1304,jsat,32235 (6.07-6.42),34165 (2.00-2.33),153858.3634033203,,1.37,1.11,25.5268,0.0,0.862729,13.49,19.34,7.61,18.8512,0.0243271,0.0,,17.97,6.5
375,jsat,32201 (2.55-2.77),32239 (3.20-3.40),154004.880859375,1.4,7.25,0.64,9.59389,0.0,,7.05,29.71,7.32,9.47453,0.0,0.0793621,8.45,22.46,7.96
1556,jsat,32239 (3.90-4.20),34165 (2.00-2.33),154017.09355163574,,0.7,1.61,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8512,0.0243271,0.0,,17.97,6.5
1168,jsat,32234 (5.10-5.55),34165 (2.00-2.33),154029.30354309082,,10.21,2.32,25.5233,0.0,0.0506868,12.57,7.76,8.82,18.8512,0.0243271,0.0,,17.97,6.5
1129,jsat,32234 (4.69-4.94),34165 (2.00-2.33),154041.51356506348,,12.69,3.29,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.8512,0.0243271,0.0,,17.97,6.5
227,jsat,30506 (3.53-3.71),34188 (4.04-4.20),154590.9600830078,3.99,15.33,4.24,38.3254,21.2135,,18.99,-2.39,12.6,18.8332,4.51371,0.0,15.0,12.94,8.36
840,jsat,32228 (3.72-4.00),34188 (4.28-4.45),155140.41612243652,3.28,9.54,0.52,25.7514,4.76522,,11.99,24.65,7.91,18.8255,4.51156,0.0,15.27,15.11,8.43
700,jsat,32225 (3.52-3.70),34188 (4.28-4.45),155213.66455078125,8.31,1.02,0.68,19.1133,3.47633,,6.96,16.13,7.75,18.8255,4.51156,0.0,15.27,15.11,8.43
372,jsat,32201 (2.55-2.77),32238 (4.63-5.06),155616.60258483887,1.46,9.95,0.67,9.59389,0.0,,7.05,29.71,7.32,9.47207,0.0,0.177642,8.51,19.76,7.99
929,jsat,32228 (5.22-5.50),34188 (4.90-5.06),155653.23175048828,2.96,11.9,0.3,25.7248,9.63407,,11.81,21.24,8.03,18.8245,6.73915,0.0,14.77,9.34,8.33
377,jsat,32201 (2.55-2.77),32239 (4.56-4.95),155885.22274780273,1.45,14.81,1.07,9.59389,0.0,,7.05,29.71,7.32,9.47235,0.0,0.10587,8.5,14.9,8.39
1344,jsat,32235 (6.49-6.84),34188 (4.90-5.06),156043.9521484375,0.88,12.78,1.04,25.5133,0.0,0.274347,13.89,22.12,7.29,18.8245,6.73915,0.0,14.77,9.34,8.33
1276,jsat,32235 (5.55-5.98),34188 (4.90-5.06),156068.37214660645,1.11,10.55,0.85,25.5361,0.0,0.926972,13.66,19.89,7.48,18.8245,6.73915,0.0,14.77,9.34,8.33
1096,jsat,32234 (3.50-3.70),34188 (4.90-5.06),156117.21226501465,1.43,9.4,0.46,25.546,0.0,2.14927,13.34,18.74,8.79,18.8245,6.73915,0.0,14.77,9.34,8.33
1376,jsat,32237 (2.37-2.98),34188 (4.90-5.06),156117.21228027344,6.3,14.82,0.53,9.48679,0.0,0.0285357,8.47,24.16,7.8,18.8245,6.73915,0.0,14.77,9.34,8.33
378,jsat,32201 (2.55-2.77),32239 (5.80-6.10),156202.6830291748,1.7,18.84,1.7,9.59389,0.0,,7.05,29.71,7.32,9.46983,0.0,0.0811663,8.75,10.87,9.02
1435,jsat,32238 (2.46-2.72),34188 (4.90-5.06),156239.3123626709,6.23,18.53,0.84,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.8245,6.73915,0.0,14.77,9.34,8.33
366,jsat,32201 (2.55-2.77),32235 (5.55-5.98),156263.7331085205,6.61,9.82,0.16,9.59389,0.0,,7.05,29.71,7.32,25.5361,0.0,0.926972,13.66,19.89,7.48
885,jsat,32228 (4.42-4.72),34188 (4.90-5.06),156324.7824859619,2.83,14.09,0.36,25.7448,7.0675,,11.94,23.43,7.97,18.8245,6.73915,0.0,14.77,9.34,8.33
370,jsat,32201 (2.55-2.77),32237 (3.74-4.01),156324.7831878662,1.53,17.23,1.77,9.59389,0.0,,7.05,29.71,7.32,9.4875,0.0,0.0881912,8.58,12.48,9.09
361,jsat,32201 (2.55-2.77),32234 (3.50-3.70),156349.20320129395,6.29,10.97,1.47,9.59389,0.0,,7.05,29.71,7.32,25.546,0.0,2.14927,13.34,18.74,8.79
369,jsat,32201 (2.55-2.77),32237 (2.37-2.98),156349.20321655273,1.42,5.55,0.48,9.59389,0.0,,7.05,29.71,7.32,9.48679,0.0,0.0285357,8.47,24.16,7.8
374,jsat,32201 (2.55-2.77),32238 (6.40-6.80),156410.25328063965,1.43,8.77,0.61,9.59389,0.0,,7.05,29.71,7.32,9.4666,0.0,0.0482738,8.48,20.94,7.93
1310,jsat,32235 (6.07-6.42),34188 (4.90-5.06),156483.51263427734,1.28,10.0,0.72,25.5268,0.0,0.862729,13.49,19.34,7.61,18.8245,6.73915,0.0,14.77,9.34,8.33
367,jsat,32201 (2.55-2.77),32235 (6.07-6.42),156495.7233581543,6.44,10.37,0.29,9.59389,0.0,,7.05,29.71,7.32,25.5268,0.0,0.862729,13.49,19.34,7.61
1562,jsat,32239 (3.90-4.20),34188 (4.90-5.06),156593.40272521973,6.38,9.33,0.22,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8245,6.73915,0.0,14.77,9.34,8.33
363,jsat,32201 (2.55-2.77),32234 (5.10-5.55),156642.24348449707,5.52,21.95,1.5,9.59389,0.0,,7.05,29.71,7.32,25.5233,0.0,0.0506868,12.57,7.76,8.82
362,jsat,32201 (2.55-2.77),32234 (4.69-4.94),156654.45350646973,5.34,24.43,2.47,9.59389,0.0,,7.05,29.71,7.32,25.5276,0.0,0.0676609,12.39,5.28,9.79
1135,jsat,32234 (4.69-4.94),34188 (4.90-5.06),156715.50282287598,2.38,4.06,1.46,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.8245,6.73915,0.0,14.77,9.34,8.33
704,jsat,32225 (3.52-3.70),34189 (5.25-5.50),157277.15673828125,7.96,3.42,0.25,19.1133,3.47633,,6.96,16.13,7.75,18.8304,10.1737,0.0,14.92,19.55,7.5
844,jsat,32228 (3.72-4.00),34189 (5.25-5.50),157350.42784118652,2.93,5.1,0.41,25.7514,4.76522,,11.99,24.65,7.91,18.8304,10.1737,0.0,14.92,19.55,7.5
1056,jsat,32233 (5.05-5.33),34188 (4.28-4.45),158327.22705078125,3.39,5.06,0.44,25.747,0.0,1.9545,11.88,20.17,8.87,18.8255,4.51156,0.0,15.27,15.11,8.43
228,jsat,30506 (3.53-3.71),34188 (4.28-4.45),159963.36755371094,3.72,17.5,4.17,38.3254,21.2135,,18.99,-2.39,12.6,18.8255,4.51156,0.0,15.27,15.11,8.43
1060,jsat,32233 (5.05-5.33),34189 (5.25-5.50),160390.71923828125,3.04,0.62,1.37,25.747,0.0,1.9545,11.88,20.17,8.87,18.8304,10.1737,0.0,14.92,19.55,7.5
477,jsat,32201 (3.66-3.93),32238 (4.63-5.06),161343.09953308105,1.46,0.18,0.29,19.098,0.0,,7.05,19.94,7.7,9.47207,0.0,0.177642,8.51,19.76,7.99
229,jsat,30506 (3.53-3.71),34188 (4.90-5.06),161452.9903564453,4.22,11.73,4.27,38.3254,21.2135,,18.99,-2.39,12.6,18.8245,6.73915,0.0,14.77,9.34,8.33
482,jsat,32201 (3.66-3.93),32239 (4.56-4.95),161501.82962036133,1.45,5.04,0.69,19.098,0.0,,7.05,19.94,7.7,9.47235,0.0,0.10587,8.5,14.9,8.39
483,jsat,32201 (3.66-3.93),32239 (5.80-6.10),161684.9797821045,1.7,9.07,1.32,19.098,0.0,,7.05,19.94,7.7,9.46983,0.0,0.0811663,8.75,10.87,9.02
475,jsat,32201 (3.66-3.93),32237 (3.74-4.01),161770.44989013672,1.53,7.46,1.39,19.098,0.0,,7.05,19.94,7.7,9.4875,0.0,0.0881912,8.58,12.48,9.09
474,jsat,32201 (3.66-3.93),32237 (2.37-2.98),161843.7099609375,1.42,4.22,0.1,19.098,0.0,,7.05,19.94,7.7,9.48679,0.0,0.0285357,8.47,24.16,7.8
