,Quantity,Signal 1,Signal 2,DTW,
1043,jsat,32233 (5.05-5.33),32239 (2.11-2.47),Could not retreive ua3 data,
1044,jsat,32233 (5.05-5.33),32239 (2.11-2.47),Could not retreive ua3 data,
1045,jsat,32233 (5.05-5.33),32239 (2.11-2.47),Could not retreive ua3 data,
1046,jsat,32233 (5.05-5.33),32239 (2.11-2.47),Could not retreive ua3 data,
1047,jsat,32233 (5.05-5.33),32239 (2.11-2.47),Could not retreive ua3 data,
1048,jsat,32233 (5.05-5.33),32239 (2.11-2.47),Could not retreive ua3 data,
1049,jsat,32233 (5.05-5.33),32239 (2.11-2.47),Could not retreive ua3 data,
1050,jsat,32233 (5.05-5.33),32239 (2.11-2.47),Could not retreive ua3 data,
1062,jsat,32233 (5.05-5.33),34189 (6.25-6.50),Could not retreive ua3 data,
1063,jsat,32233 (5.05-5.33),34189 (6.25-6.50),Could not retreive ua3 data,
454,jsat,32233 (2.76-2.96),34189 (6.25-6.50),Could not retreive ua3 data,
442,jsat,32233 (2.76-2.96),32239 (2.11-2.47),Could not retreive ua3 data,
441,jsat,32233 (2.76-2.96),32239 (2.11-2.47),Could not retreive ua3 data,
440,jsat,32233 (2.76-2.96),32239 (2.11-2.47),Could not retreive ua3 data,
439,jsat,32233 (2.76-2.96),32239 (2.11-2.47),Could not retreive ua3 data,
438,jsat,32233 (2.76-2.96),32239 (2.11-2.47),Could not retreive ua3 data,
437,jsat,32233 (2.76-2.96),32239 (2.11-2.47),Could not retreive ua3 data,
1125,jsat,32234 (4.69-4.94),32239 (2.11-2.47),Could not retreive ua3 data,
1007,jsat,32233 (3.81-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
1126,jsat,32234 (4.69-4.94),32239 (2.11-2.47),Could not retreive ua3 data,
1128,jsat,32234 (4.69-4.94),32239 (2.11-2.47),Could not retreive ua3 data,
1200,jsat,32235 (3.49-3.87),32239 (2.11-2.47),Could not retreive ua3 data,
1201,jsat,32235 (3.49-3.87),32239 (2.11-2.47),Could not retreive ua3 data,
1213,jsat,32235 (3.49-3.87),34189 (6.25-6.50),Could not retreive ua3 data,
1214,jsat,32235 (3.49-3.87),34189 (6.25-6.50),Could not retreive ua3 data,
1227,jsat,32235 (4.03-5.00),32239 (2.11-2.47),Could not retreive ua3 data,
1228,jsat,32235 (4.03-5.00),32239 (2.11-2.47),Could not retreive ua3 data,
1229,jsat,32235 (4.03-5.00),32239 (2.11-2.47),Could not retreive ua3 data,
1230,jsat,32235 (4.03-5.00),32239 (2.11-2.47),Could not retreive ua3 data,
1231,jsat,32235 (4.03-5.00),32239 (2.11-2.47),Could not retreive ua3 data,
1232,jsat,32235 (4.03-5.00),32239 (2.11-2.47),Could not retreive ua3 data,
1233,jsat,32235 (4.03-5.00),32239 (2.11-2.47),Could not retreive ua3 data,
1234,jsat,32235 (4.03-5.00),32239 (2.11-2.47),Could not retreive ua3 data,
1199,jsat,32235 (3.49-3.87),32239 (2.11-2.47),Could not retreive ua3 data,
1235,jsat,32235 (4.03-5.00),32239 (2.11-2.47),Could not retreive ua3 data,
291,jsat,30506 (4.31-4.41),34189 (6.25-6.50),Could not retreive ua3 data,
279,jsat,30506 (4.31-4.41),32239 (2.11-2.47),Could not retreive ua3 data,
278,jsat,30506 (4.31-4.41),32239 (2.11-2.47),Could not retreive ua3 data,
1247,jsat,32235 (4.03-5.00),34189 (6.25-6.50),Could not retreive ua3 data,
1248,jsat,32235 (4.03-5.00),34189 (6.25-6.50),Could not retreive ua3 data,
2499,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
277,jsat,30506 (4.31-4.41),32239 (2.11-2.47),Could not retreive ua3 data,
276,jsat,30506 (4.31-4.41),32239 (2.11-2.47),Could not retreive ua3 data,
1261,jsat,32235 (5.55-5.98),32239 (2.11-2.47),Could not retreive ua3 data,
1262,jsat,32235 (5.55-5.98),32239 (2.11-2.47),Could not retreive ua3 data,
1263,jsat,32235 (5.55-5.98),32239 (2.11-2.47),Could not retreive ua3 data,
1264,jsat,32235 (5.55-5.98),32239 (2.11-2.47),Could not retreive ua3 data,
292,jsat,30506 (4.31-4.41),34189 (6.25-6.50),Could not retreive ua3 data,
1198,jsat,32235 (3.49-3.87),32239 (2.11-2.47),Could not retreive ua3 data,
1197,jsat,32235 (3.49-3.87),32239 (2.11-2.47),Could not retreive ua3 data,
1196,jsat,32235 (3.49-3.87),32239 (2.11-2.47),Could not retreive ua3 data,
1140,jsat,32234 (4.69-4.94),34189 (6.25-6.50),Could not retreive ua3 data,
1141,jsat,32234 (4.69-4.94),34189 (6.25-6.50),Could not retreive ua3 data,
349,jsat,30506 (4.93-5.03),34189 (6.25-6.50),Could not retreive ua3 data,
348,jsat,30506 (4.93-5.03),34189 (6.25-6.50),Could not retreive ua3 data,
336,jsat,30506 (4.93-5.03),32239 (2.11-2.47),Could not retreive ua3 data,
1159,jsat,32234 (5.10-5.55),32239 (2.11-2.47),Could not retreive ua3 data,
1160,jsat,32234 (5.10-5.55),32239 (2.11-2.47),Could not retreive ua3 data,
1161,jsat,32234 (5.10-5.55),32239 (2.11-2.47),Could not retreive ua3 data,
1162,jsat,32234 (5.10-5.55),32239 (2.11-2.47),Could not retreive ua3 data,
1163,jsat,32234 (5.10-5.55),32239 (2.11-2.47),Could not retreive ua3 data,
1164,jsat,32234 (5.10-5.55),32239 (2.11-2.47),Could not retreive ua3 data,
1165,jsat,32234 (5.10-5.55),32239 (2.11-2.47),Could not retreive ua3 data,
1166,jsat,32234 (5.10-5.55),32239 (2.11-2.47),Could not retreive ua3 data,
1167,jsat,32234 (5.10-5.55),32239 (2.11-2.47),Could not retreive ua3 data,
335,jsat,30506 (4.93-5.03),32239 (2.11-2.47),Could not retreive ua3 data,
693,jsat,32225 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
333,jsat,30506 (4.93-5.03),32239 (2.11-2.47),Could not retreive ua3 data,
332,jsat,30506 (4.93-5.03),32239 (2.11-2.47),Could not retreive ua3 data,
331,jsat,30506 (4.93-5.03),32239 (2.11-2.47),Could not retreive ua3 data,
330,jsat,30506 (4.93-5.03),32239 (2.11-2.47),Could not retreive ua3 data,
329,jsat,30506 (4.93-5.03),32239 (2.11-2.47),Could not retreive ua3 data,
328,jsat,30506 (4.93-5.03),32239 (2.11-2.47),Could not retreive ua3 data,
1179,jsat,32234 (5.10-5.55),34189 (6.25-6.50),Could not retreive ua3 data,
1180,jsat,32234 (5.10-5.55),34189 (6.25-6.50),Could not retreive ua3 data,
1193,jsat,32235 (3.49-3.87),32239 (2.11-2.47),Could not retreive ua3 data,
1194,jsat,32235 (3.49-3.87),32239 (2.11-2.47),Could not retreive ua3 data,
1195,jsat,32235 (3.49-3.87),32239 (2.11-2.47),Could not retreive ua3 data,
1127,jsat,32234 (4.69-4.94),32239 (2.11-2.47),Could not retreive ua3 data,
1265,jsat,32235 (5.55-5.98),32239 (2.11-2.47),Could not retreive ua3 data,
1006,jsat,32233 (3.81-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
1004,jsat,32233 (3.81-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
802,jsat,32225 (5.52-5.95),34189 (6.25-6.50),Could not retreive ua3 data,
803,jsat,32225 (5.52-5.95),34189 (6.25-6.50),Could not retreive ua3 data,
646,jsat,32225 (2.70-3.00),32239 (2.11-2.47),Could not retreive ua3 data,
645,jsat,32225 (2.70-3.00),32239 (2.11-2.47),Could not retreive ua3 data,
644,jsat,32225 (2.70-3.00),32239 (2.11-2.47),Could not retreive ua3 data,
643,jsat,32225 (2.70-3.00),32239 (2.11-2.47),Could not retreive ua3 data,
642,jsat,32225 (2.70-3.00),32239 (2.11-2.47),Could not retreive ua3 data,
641,jsat,32225 (2.70-3.00),32239 (2.11-2.47),Could not retreive ua3 data,
640,jsat,32225 (2.70-3.00),32239 (2.11-2.47),Could not retreive ua3 data,
639,jsat,32225 (2.70-3.00),32239 (2.11-2.47),Could not retreive ua3 data,
638,jsat,32225 (2.70-3.00),32239 (2.11-2.47),Could not retreive ua3 data,
826,jsat,32228 (3.72-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
790,jsat,32225 (5.52-5.95),32239 (2.11-2.47),Could not retreive ua3 data,
827,jsat,32228 (3.72-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
829,jsat,32228 (3.72-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
830,jsat,32228 (3.72-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
831,jsat,32228 (3.72-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
832,jsat,32228 (3.72-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
833,jsat,32228 (3.72-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
834,jsat,32228 (3.72-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
846,jsat,32228 (3.72-4.00),34189 (6.25-6.50),Could not retreive ua3 data,
847,jsat,32228 (3.72-4.00),34189 (6.25-6.50),Could not retreive ua3 data,
870,jsat,32228 (4.42-4.72),32239 (2.11-2.47),Could not retreive ua3 data,
871,jsat,32228 (4.42-4.72),32239 (2.11-2.47),Could not retreive ua3 data,
872,jsat,32228 (4.42-4.72),32239 (2.11-2.47),Could not retreive ua3 data,
873,jsat,32228 (4.42-4.72),32239 (2.11-2.47),Could not retreive ua3 data,
828,jsat,32228 (3.72-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
789,jsat,32225 (5.52-5.95),32239 (2.11-2.47),Could not retreive ua3 data,
788,jsat,32225 (5.52-5.95),32239 (2.11-2.47),Could not retreive ua3 data,
787,jsat,32225 (5.52-5.95),32239 (2.11-2.47),Could not retreive ua3 data,
692,jsat,32225 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
691,jsat,32225 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
690,jsat,32225 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
689,jsat,32225 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
688,jsat,32225 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
706,jsat,32225 (3.52-3.70),34189 (6.25-6.50),Could not retreive ua3 data,
707,jsat,32225 (3.52-3.70),34189 (6.25-6.50),Could not retreive ua3 data,
687,jsat,32225 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
686,jsat,32225 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
734,jsat,32225 (4.52-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
735,jsat,32225 (4.52-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
736,jsat,32225 (4.52-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
737,jsat,32225 (4.52-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
738,jsat,32225 (4.52-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
739,jsat,32225 (4.52-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
740,jsat,32225 (4.52-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
741,jsat,32225 (4.52-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
742,jsat,32225 (4.52-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
754,jsat,32225 (4.52-4.95),34189 (6.25-6.50),Could not retreive ua3 data,
755,jsat,32225 (4.52-4.95),34189 (6.25-6.50),Could not retreive ua3 data,
659,jsat,32225 (2.70-3.00),34189 (6.25-6.50),Could not retreive ua3 data,
658,jsat,32225 (2.70-3.00),34189 (6.25-6.50),Could not retreive ua3 data,
782,jsat,32225 (5.52-5.95),32239 (2.11-2.47),Could not retreive ua3 data,
783,jsat,32225 (5.52-5.95),32239 (2.11-2.47),Could not retreive ua3 data,
784,jsat,32225 (5.52-5.95),32239 (2.11-2.47),Could not retreive ua3 data,
785,jsat,32225 (5.52-5.95),32239 (2.11-2.47),Could not retreive ua3 data,
786,jsat,32225 (5.52-5.95),32239 (2.11-2.47),Could not retreive ua3 data,
874,jsat,32228 (4.42-4.72),32239 (2.11-2.47),Could not retreive ua3 data,
1005,jsat,32233 (3.81-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
875,jsat,32228 (4.42-4.72),32239 (2.11-2.47),Could not retreive ua3 data,
877,jsat,32228 (4.42-4.72),32239 (2.11-2.47),Could not retreive ua3 data,
542,jsat,32201 (4.55-4.81),32239 (2.11-2.47),Could not retreive ua3 data,
541,jsat,32201 (4.55-4.81),32239 (2.11-2.47),Could not retreive ua3 data,
958,jsat,32228 (6.20-6.48),32239 (2.11-2.47),Could not retreive ua3 data,
959,jsat,32228 (6.20-6.48),32239 (2.11-2.47),Could not retreive ua3 data,
960,jsat,32228 (6.20-6.48),32239 (2.11-2.47),Could not retreive ua3 data,
961,jsat,32228 (6.20-6.48),32239 (2.11-2.47),Could not retreive ua3 data,
962,jsat,32228 (6.20-6.48),32239 (2.11-2.47),Could not retreive ua3 data,
963,jsat,32228 (6.20-6.48),32239 (2.11-2.47),Could not retreive ua3 data,
964,jsat,32228 (6.20-6.48),32239 (2.11-2.47),Could not retreive ua3 data,
965,jsat,32228 (6.20-6.48),32239 (2.11-2.47),Could not retreive ua3 data,
966,jsat,32228 (6.20-6.48),32239 (2.11-2.47),Could not retreive ua3 data,
540,jsat,32201 (4.55-4.81),32239 (2.11-2.47),Could not retreive ua3 data,
543,jsat,32201 (4.55-4.81),32239 (2.11-2.47),Could not retreive ua3 data,
539,jsat,32201 (4.55-4.81),32239 (2.11-2.47),Could not retreive ua3 data,
979,jsat,32228 (6.20-6.48),34189 (6.25-6.50),Could not retreive ua3 data,
538,jsat,32201 (4.55-4.81),32239 (2.11-2.47),Could not retreive ua3 data,
507,jsat,32201 (3.66-3.93),34189 (6.25-6.50),Could not retreive ua3 data,
506,jsat,32201 (3.66-3.93),34189 (6.25-6.50),Could not retreive ua3 data,
494,jsat,32201 (3.66-3.93),32239 (2.11-2.47),Could not retreive ua3 data,
493,jsat,32201 (3.66-3.93),32239 (2.11-2.47),Could not retreive ua3 data,
492,jsat,32201 (3.66-3.93),32239 (2.11-2.47),Could not retreive ua3 data,
491,jsat,32201 (3.66-3.93),32239 (2.11-2.47),Could not retreive ua3 data,
1000,jsat,32233 (3.81-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
1001,jsat,32233 (3.81-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
1002,jsat,32233 (3.81-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
1003,jsat,32233 (3.81-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
978,jsat,32228 (6.20-6.48),34189 (6.25-6.50),Could not retreive ua3 data,
544,jsat,32201 (4.55-4.81),32239 (2.11-2.47),Could not retreive ua3 data,
935,jsat,32228 (5.22-5.50),34189 (6.25-6.50),Could not retreive ua3 data,
934,jsat,32228 (5.22-5.50),34189 (6.25-6.50),Could not retreive ua3 data,
878,jsat,32228 (4.42-4.72),32239 (2.11-2.47),Could not retreive ua3 data,
890,jsat,32228 (4.42-4.72),34189 (6.25-6.50),Could not retreive ua3 data,
891,jsat,32228 (4.42-4.72),34189 (6.25-6.50),Could not retreive ua3 data,
611,jsat,32201 (5.90-6.20),34189 (6.25-6.50),Could not retreive ua3 data,
610,jsat,32201 (5.90-6.20),34189 (6.25-6.50),Could not retreive ua3 data,
598,jsat,32201 (5.90-6.20),32239 (2.11-2.47),Could not retreive ua3 data,
597,jsat,32201 (5.90-6.20),32239 (2.11-2.47),Could not retreive ua3 data,
596,jsat,32201 (5.90-6.20),32239 (2.11-2.47),Could not retreive ua3 data,
595,jsat,32201 (5.90-6.20),32239 (2.11-2.47),Could not retreive ua3 data,
594,jsat,32201 (5.90-6.20),32239 (2.11-2.47),Could not retreive ua3 data,
593,jsat,32201 (5.90-6.20),32239 (2.11-2.47),Could not retreive ua3 data,
592,jsat,32201 (5.90-6.20),32239 (2.11-2.47),Could not retreive ua3 data,
591,jsat,32201 (5.90-6.20),32239 (2.11-2.47),Could not retreive ua3 data,
590,jsat,32201 (5.90-6.20),32239 (2.11-2.47),Could not retreive ua3 data,
914,jsat,32228 (5.22-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
915,jsat,32228 (5.22-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
916,jsat,32228 (5.22-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
917,jsat,32228 (5.22-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
918,jsat,32228 (5.22-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
919,jsat,32228 (5.22-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
920,jsat,32228 (5.22-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
921,jsat,32228 (5.22-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
922,jsat,32228 (5.22-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
559,jsat,32201 (4.55-4.81),34189 (6.25-6.50),Could not retreive ua3 data,
558,jsat,32201 (4.55-4.81),34189 (6.25-6.50),Could not retreive ua3 data,
546,jsat,32201 (4.55-4.81),32239 (2.11-2.47),Could not retreive ua3 data,
545,jsat,32201 (4.55-4.81),32239 (2.11-2.47),Could not retreive ua3 data,
876,jsat,32228 (4.42-4.72),32239 (2.11-2.47),Could not retreive ua3 data,
1266,jsat,32235 (5.55-5.98),32239 (2.11-2.47),Could not retreive ua3 data,
694,jsat,32225 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
1268,jsat,32235 (5.55-5.98),32239 (2.11-2.47),Could not retreive ua3 data,
1452,jsat,32238 (4.63-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
1453,jsat,32238 (4.63-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
1454,jsat,32238 (4.63-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
1455,jsat,32238 (4.63-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
120,jsat,28767 (5.90-6.31),34189 (6.25-6.50),Could not retreive ua3 data,
1574,jsat,32239 (4.56-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
1573,jsat,32239 (4.56-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
1572,jsat,32239 (4.56-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
108,jsat,28767 (5.90-6.31),32239 (2.11-2.47),Could not retreive ua3 data,
107,jsat,28767 (5.90-6.31),32239 (2.11-2.47),Could not retreive ua3 data,
1467,jsat,32238 (4.63-5.06),34189 (6.25-6.50),Could not retreive ua3 data,
1468,jsat,32238 (4.63-5.06),34189 (6.25-6.50),Could not retreive ua3 data,
106,jsat,28767 (5.90-6.31),32239 (2.11-2.47),Could not retreive ua3 data,
1474,jsat,32238 (5.72-6.08),32239 (2.11-2.47),Could not retreive ua3 data,
1475,jsat,32238 (5.72-6.08),32239 (2.11-2.47),Could not retreive ua3 data,
1476,jsat,32238 (5.72-6.08),32239 (2.11-2.47),Could not retreive ua3 data,
1477,jsat,32238 (5.72-6.08),32239 (2.11-2.47),Could not retreive ua3 data,
1571,jsat,32239 (4.56-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
1570,jsat,32239 (4.56-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
1568,jsat,32239 (3.90-4.20),34189 (6.25-6.50),Could not retreive ua3 data,
1567,jsat,32239 (3.90-4.20),34189 (6.25-6.50),Could not retreive ua3 data,
1451,jsat,32238 (4.63-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
1575,jsat,32239 (4.56-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
1576,jsat,32239 (4.56-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
1450,jsat,32238 (4.63-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
1424,jsat,32238 (2.46-2.72),32239 (2.11-2.47),Could not retreive ua3 data,
1425,jsat,32238 (2.46-2.72),32239 (2.11-2.47),Could not retreive ua3 data,
39,jsat,28767 (2.00-2.50),32239 (2.11-2.47),Could not retreive ua3 data,
40,jsat,28767 (2.00-2.50),32239 (2.11-2.47),Could not retreive ua3 data,
1426,jsat,32238 (2.46-2.72),32239 (2.11-2.47),Could not retreive ua3 data,
1427,jsat,32238 (2.46-2.72),32239 (2.11-2.47),Could not retreive ua3 data,
1428,jsat,32238 (2.46-2.72),32239 (2.11-2.47),Could not retreive ua3 data,
161,jsat,30506 (3.21-3.27),32239 (2.11-2.47),Could not retreive ua3 data,
160,jsat,30506 (3.21-3.27),32239 (2.11-2.47),Could not retreive ua3 data,
159,jsat,30506 (3.21-3.27),32239 (2.11-2.47),Could not retreive ua3 data,
44,jsat,28767 (2.00-2.50),32239 (2.11-2.47),Could not retreive ua3 data,
158,jsat,30506 (3.21-3.27),32239 (2.11-2.47),Could not retreive ua3 data,
41,jsat,28767 (2.00-2.50),32239 (2.11-2.47),Could not retreive ua3 data,
43,jsat,28767 (2.00-2.50),32239 (2.11-2.47),Could not retreive ua3 data,
1578,jsat,32239 (4.56-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
1577,jsat,32239 (4.56-4.95),32239 (2.11-2.47),Could not retreive ua3 data,
1440,jsat,32238 (2.46-2.72),34189 (6.25-6.50),Could not retreive ua3 data,
1441,jsat,32238 (2.46-2.72),34189 (6.25-6.50),Could not retreive ua3 data,
121,jsat,28767 (5.90-6.31),34189 (6.25-6.50),Could not retreive ua3 data,
1447,jsat,32238 (4.63-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
1448,jsat,32238 (4.63-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
1449,jsat,32238 (4.63-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
157,jsat,30506 (3.21-3.27),32239 (2.11-2.47),Could not retreive ua3 data,
1423,jsat,32238 (2.46-2.72),32239 (2.11-2.47),Could not retreive ua3 data,
45,jsat,28767 (2.00-2.50),32239 (2.11-2.47),Could not retreive ua3 data,
1479,jsat,32238 (5.72-6.08),32239 (2.11-2.47),Could not retreive ua3 data,
1549,jsat,32239 (3.90-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
1509,jsat,32238 (6.40-6.80),32239 (2.11-2.47),Could not retreive ua3 data,
1548,jsat,32239 (3.90-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
1547,jsat,32239 (3.90-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
1521,jsat,32238 (6.40-6.80),34189 (6.25-6.50),Could not retreive ua3 data,
1522,jsat,32238 (6.40-6.80),34189 (6.25-6.50),Could not retreive ua3 data,
46,jsat,28767 (2.00-2.50),32239 (2.11-2.47),Could not retreive ua3 data,
1545,jsat,32239 (3.20-3.40),34189 (6.25-6.50),Could not retreive ua3 data,
1524,jsat,32239 (3.20-3.40),32239 (2.11-2.47),Could not retreive ua3 data,
1525,jsat,32239 (3.20-3.40),32239 (2.11-2.47),Could not retreive ua3 data,
1526,jsat,32239 (3.20-3.40),32239 (2.11-2.47),Could not retreive ua3 data,
1527,jsat,32239 (3.20-3.40),32239 (2.11-2.47),Could not retreive ua3 data,
1528,jsat,32239 (3.20-3.40),32239 (2.11-2.47),Could not retreive ua3 data,
1529,jsat,32239 (3.20-3.40),32239 (2.11-2.47),Could not retreive ua3 data,
1530,jsat,32239 (3.20-3.40),32239 (2.11-2.47),Could not retreive ua3 data,
1531,jsat,32239 (3.20-3.40),32239 (2.11-2.47),Could not retreive ua3 data,
1532,jsat,32239 (3.20-3.40),32239 (2.11-2.47),Could not retreive ua3 data,
60,jsat,28767 (2.00-2.50),34189 (6.25-6.50),Could not retreive ua3 data,
1544,jsat,32239 (3.20-3.40),34189 (6.25-6.50),Could not retreive ua3 data,
47,jsat,28767 (2.00-2.50),32239 (2.11-2.47),Could not retreive ua3 data,
59,jsat,28767 (2.00-2.50),34189 (6.25-6.50),Could not retreive ua3 data,
1550,jsat,32239 (3.90-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
1551,jsat,32239 (3.90-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
1508,jsat,32238 (6.40-6.80),32239 (2.11-2.47),Could not retreive ua3 data,
1507,jsat,32238 (6.40-6.80),32239 (2.11-2.47),Could not retreive ua3 data,
1267,jsat,32235 (5.55-5.98),32239 (2.11-2.47),Could not retreive ua3 data,
1555,jsat,32239 (3.90-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
1480,jsat,32238 (5.72-6.08),32239 (2.11-2.47),Could not retreive ua3 data,
1481,jsat,32238 (5.72-6.08),32239 (2.11-2.47),Could not retreive ua3 data,
1482,jsat,32238 (5.72-6.08),32239 (2.11-2.47),Could not retreive ua3 data,
105,jsat,28767 (5.90-6.31),32239 (2.11-2.47),Could not retreive ua3 data,
104,jsat,28767 (5.90-6.31),32239 (2.11-2.47),Could not retreive ua3 data,
103,jsat,28767 (5.90-6.31),32239 (2.11-2.47),Could not retreive ua3 data,
102,jsat,28767 (5.90-6.31),32239 (2.11-2.47),Could not retreive ua3 data,
101,jsat,28767 (5.90-6.31),32239 (2.11-2.47),Could not retreive ua3 data,
1478,jsat,32238 (5.72-6.08),32239 (2.11-2.47),Could not retreive ua3 data,
100,jsat,28767 (5.90-6.31),32239 (2.11-2.47),Could not retreive ua3 data,
1553,jsat,32239 (3.90-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
1494,jsat,32238 (5.72-6.08),34189 (6.25-6.50),Could not retreive ua3 data,
1495,jsat,32238 (5.72-6.08),34189 (6.25-6.50),Could not retreive ua3 data,
1552,jsat,32239 (3.90-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
1501,jsat,32238 (6.40-6.80),32239 (2.11-2.47),Could not retreive ua3 data,
1502,jsat,32238 (6.40-6.80),32239 (2.11-2.47),Could not retreive ua3 data,
1503,jsat,32238 (6.40-6.80),32239 (2.11-2.47),Could not retreive ua3 data,
1504,jsat,32238 (6.40-6.80),32239 (2.11-2.47),Could not retreive ua3 data,
1505,jsat,32238 (6.40-6.80),32239 (2.11-2.47),Could not retreive ua3 data,
1506,jsat,32238 (6.40-6.80),32239 (2.11-2.47),Could not retreive ua3 data,
1554,jsat,32239 (3.90-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
1422,jsat,32238 (2.46-2.72),32239 (2.11-2.47),Could not retreive ua3 data,
42,jsat,28767 (2.00-2.50),32239 (2.11-2.47),Could not retreive ua3 data,
1420,jsat,32238 (2.46-2.72),32239 (2.11-2.47),Could not retreive ua3 data,
1334,jsat,32235 (6.49-6.84),32239 (2.11-2.47),Could not retreive ua3 data,
1335,jsat,32235 (6.49-6.84),32239 (2.11-2.47),Could not retreive ua3 data,
1336,jsat,32235 (6.49-6.84),32239 (2.11-2.47),Could not retreive ua3 data,
1337,jsat,32235 (6.49-6.84),32239 (2.11-2.47),Could not retreive ua3 data,
1598,jsat,32239 (5.80-6.10),32239 (2.11-2.47),Could not retreive ua3 data,
1349,jsat,32235 (6.49-6.84),34189 (6.25-6.50),Could not retreive ua3 data,
1350,jsat,32235 (6.49-6.84),34189 (6.25-6.50),Could not retreive ua3 data,
235,jsat,30506 (3.53-3.71),34189 (6.25-6.50),Could not retreive ua3 data,
234,jsat,30506 (3.53-3.71),34189 (6.25-6.50),Could not retreive ua3 data,
1421,jsat,32238 (2.46-2.72),32239 (2.11-2.47),Could not retreive ua3 data,
1362,jsat,32237 (2.37-2.98),32239 (2.11-2.47),Could not retreive ua3 data,
1363,jsat,32237 (2.37-2.98),32239 (2.11-2.47),Could not retreive ua3 data,
1364,jsat,32237 (2.37-2.98),32239 (2.11-2.47),Could not retreive ua3 data,
1365,jsat,32237 (2.37-2.98),32239 (2.11-2.47),Could not retreive ua3 data,
1366,jsat,32237 (2.37-2.98),32239 (2.11-2.47),Could not retreive ua3 data,
